Source Table Name,Start Date,End Date,Quantity,Revenue [multi-ccy],Currency (use),Country, BN Identifier,epub ISBN,Paperback ISBN,Apple Identifier,ASIN,KDP - Royalty Type,KDP - Transaction Type,List Price [multi-ccy],ISBN Hardcover (Use),Unit Revenue,Revenue [USD],Title,Author,Imprint,Sale Date
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620151310,,,,,10.95,,0, -   ,Haunted,"Maksym, Eileen",Booktrope Editions,
LSI,8/1/15,8/31/15,1,1.5,USD,United States,,,9781620151327,,,,,39.95,,1.5, 1.50 ,Redesigning Education: Shaping Learning Systems Around the Globe,"Innovation Unit for GELP,",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620151334,,,,,12.95,,0, -   ,A Sliver of Hope,"Nellenbach, Karla J.",Booktrope Editions,
LSI,8/1/15,8/31/15,1,3.23,USD,United States,,,9781620151372,,,,,14.95,,3.23, 3.23 ,"Blue Moon Vegetarian: Reflections, Recipes, and Advice for a Plant-Based Diet","Coomer, Paula Marie",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620151419,,,,,16.95,,0, -   ,Seducer Fey,"Royson, Cullyn",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620151426,,,,,16.95,,0, -   ,Riverbend,"Thompson, Tess",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620151440,,,,,14.95,,0, -   ,Country Music's Jim Owen: An Amazing Life (an Unauthorized Autobiography),"Owen, Jim",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620151457,,,,,54.95,,0, -   ,Redesigning Education: Shaping Learning Systems Around the Globe,"Innovation Unit for GELP,",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620151464,,,,,16.95,,0, -   ,Riverstar (the River Valley Collection),"Thompson, Tess",Booktrope Editions,
LSI,8/1/15,8/31/15,1,2.23,USD,United States,,,9781620151488,,,,,14.95,,2.23, 2.23 ,Timothy: A Little Fish with a Big Purpose!,"Riley, Brad",Vox Dei,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620151532,,,,,18.95,,0, -   ,The Summer of Long Knives,"Snowden, Jim",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620151563,,,,,20.95,,0, -   ,Dead of Knight,"Persun, Nicole J.",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620151587,,,,,14.95,,0, -   ,Just Friends with Benefits,"Schorr, Meredith",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620151600,,,,,10.95,,0, -   ,Broken Pieces,"Thompson, Rachel",Booktrope Editions,
LSI,8/1/15,8/31/15,-1,-10.98,USD,United States,,,9781620151624,,,,,19.95,,10.98,-10.98 ,Behind the Shades: Hope Beyond the Darkness,"Charles, Sheila Raye",Vox Dei,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620151631,,,,,20.95,,0, -   ,Josie Jameson and the Fourth Tombstone,"Hotes, Jennifer L.",Booktrope Editions,
LSI,8/1/15,8/31/15,1,3.4,USD,United States,,,9781620151662,,,,,12.95,,3.4, 3.40 ,The Y'Nevano Book of Encouragements,"Collins, Wali",Booktrope Editions,
LSI,8/1/15,8/31/15,49,119.07,USD,United States,,,9781620151679,,,,,15.95,,2.43, 119.07 ,The Old Cape House,"Eppich Struna, Barbara",Booktrope Editions,
LSI,8/1/15,8/31/15,0,-11.94,USD,United States,,,9781620151693,,,,,16.95,,0,-11.94 ,Seasons' End,"North, Will",Booktrope Editions,
LSI,8/1/15,8/31/15,1,2.83,USD,United States,,,9781620151709,,,,,16.95,,2.83, 2.83 ,"Water, Stone, Heart","North, Will",Booktrope Editions,
LSI,8/1/15,8/31/15,4,12.68,USD,United States,,,9781620151716,,,,,16.95,,3.17, 12.68 ,The Long Walk Home,"North, Will",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620151723,,,,,16.95,,0, -   ,Seductive Secrecy,"Mann, Marni",Booktrope Entice,
LSI,8/1/15,8/31/15,0,0,USD,Germany,,,9781620151730,,,,,14.95,,0, -   ,The Dark Light of Day,"Frazier, T. M.",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620151730,,,,,14.95,,0, -   ,The Dark Light of Day,"Frazier, T. M.",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620151747,,,,,18.95,,0, -   ,A Medical Affair,"McCarthy Strauss, Anne",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620151754,,,,,12.95,,0, -   ,Living and Dying with Dogs,"Miller, Duke",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620151761,,,,,13.95,,0, -   ,Of Stardust,"Grace, February",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620151778,,,,,20.95,,0, -   ,These Sorrows We See (A Windsor Series Novel),"Schultz, Tamsen",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620151785,,,,,19.95,,0, -   ,The Secrets of Casanova,"Michaels, Greg",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620151792,,,,,21.99,,0, -   ,The Werewolf of Lisbon,"Kidd, Chico",Booktrope Editions,
LSI,8/1/15,8/31/15,-11,-91.08,USD,United States,,,9781620151808,,,,,13.95,,8.28,-91.08 ,Spirit Warriors: The Concealing,"Connor, D.E.L.",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620151815,,,,,9.99,,0, -   ,"The Adventures of Emery Jones, Boy Science Wonder: Bending Time","Johnson, Charles",Booktrope Editions,
LSI,8/1/15,8/31/15,-2,-20.16,USD,United States,,,9781620151822,,,,,17.95,,10.08,-20.16 ,Between Boyfriends,"Miller, SÃƒÂ¡rka-Jonae",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620151839,,,,,13.95,,0, -   ,A Chorus of Wolves,"Kimmell, Alex",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620151853,,,,,9.95,,0, -   ,Instructions For The Wishing Light,"Staley, Ann",Booktrope Editions,
LSI,8/1/15,8/31/15,2,4.26,USD,United States,,,9781620151860,,,,,12.95,,2.13, 4.26 ,Zips Goes Wandering,"Marsh, Chris",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620151884,,,,,34.95,,0, -   ,The Girls: Sappho Goes to Hollywood,"McLellan, Diana",Booktrope Editions,
LSI,8/1/15,8/31/15,1,3.11,USD,Germany,,,9781620151891,,,,,15.95,,3.11, 3.11 ,Revontuli,"Eddy, Andrew",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620151891,,,,,15.95,,0, -   ,Revontuli,"Eddy, Andrew",Booktrope Editions,
LSI,8/1/15,8/31/15,-1,-9.63,USD,United States,,,9781620151914,,,,,16.95,,9.63,-9.63 ,Running Secrets,"Williams, Arleen",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620151921,,,,,14.95,,0, -   ,Swimming Upstream,"Mancini, Ruth",Booktrope Editions,
LSI,8/1/15,8/31/15,-17,-171.36,USD,United States,,,9781620151938,,,,,17.95,,10.08,-171.36 ,Dead on her Feet: A Tango Mystery,"Fernow, Lisa",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620151945,,,,,6.99,,0, -   ,"Be Strong, Be Smart: A Father Talks to His Daughter About Sex","Wood, John Thomas",Booktrope Editions,
LSI,8/1/15,8/31/15,-12,-93.96,USD,United States,,,9781620151952,,,,,12.95,,7.83,-93.96 ,One Day in Lubbock,"Wright, Daniel Lance",Booktrope Editions,
LSI,8/1/15,8/31/15,1,3,USD,United States,,,9781620151976,,,,,15.95,,3, 3.00 ,Who Killed 'Tom Jones'?,"Martin, Gale",Booktrope Editions,
LSI,8/1/15,8/31/15,-3,-28.89,USD,United States,,,9781620151990,,,,,16.95,,9.63,-28.89 ,Between the Sheets,"Miller, SÃƒÂ¡rka-Jonae",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620152003,,,,,17.95,,0, -   ,Resigned Fate (Book Three of The Portals of Destiny),"West, Shay",Libertary Co.,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620152010,,,,,15.95,,0, -   ,Schasm,"Ryan, Shari J.",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620152027,,,,,24.95,,0, -   ,Project Northwoods,"Bruce, Jonathan Charles",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620152034,,,,,16.95,,0, -   ,Double Blind,"Pitts, Tiffany",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620152041,,,,,16.95,,0, -   ,Undersea,"Morrison, Geoffrey",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620152058,,,,,14.95,,0, -   ,Essence,"Waddington, A.L.",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620152065,,,,,16.95,,0, -   ,Arielle Immortal Awakening,"Roberts, Lilian",Booktrope Editions,
LSI,8/1/15,8/31/15,19,41.04,USD,United States,,,9781620152072,,,,,13.95,,2.16, 41.04 ,The Unintentional Time Traveler,"Maroon, Everett",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620152089,,,,,16.95,,0, -   ,The Heart of Feeling,"Wood, John Thomas",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620152096,,,,,16.95,,0, -   ,Tea and Primroses,"Thompson, Tess",Booktrope Editions,
LSI,8/1/15,8/31/15,1,2.95,USD,United States,,,9781620152102,,,,,15.95,,2.95, 2.95 ,Arielle Immortal Seduction,"Roberts, Lilian",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620152119,,,,,9.99,,0, -   ,Boston O'Neill,"Owen, Jim",Booktrope Editions,
LSI,8/1/15,8/31/15,1,2.59,USD,United States,,,9781620152126,,,,,19.95,,2.59, 2.59 ,Exodus 2022,"Bennett, Ken",Booktrope Editions,
LSI,8/1/15,8/31/15,6,19.8,USD,United States,,,9781620152133,,,,,16.95,,3.3, 19.80 ,Harm None,"North, Will",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620152140,,,,,12.95,,0, -   ,Magnus Opum,"Gould, Jonathan",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620152157,,,,,11.95,,0, -   ,Spellbound in His Arms,"Sefer, Angel",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620152164,,,,,12.95,,0, -   ,The Button Legacy: Emily's Inheritance,"Marcinkowski, Ginger",Vox Dei,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620152171,,,,,14.95,,0, -   ,The Duel for Consuelo,"Long, Claudia",Libertary Co.,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620152188,,,,,19.95,,0, -   ,What Echoes Render,"Schultz, Tamsen",Booktrope Editions,
LSI,8/1/15,8/31/15,1,3.11,USD,United States,,,9781620152195,,,,,15.95,,3.11, 3.11 ,Pulled Beneath,"Mann, Marni",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620152218,,,,,32.95,,0, -   ,GODSPEED,"Grace, February",Booktrope Editions,
LSI,8/1/15,8/31/15,1,3.82,USD,United States,,,9781620152263,,,,,31.95,,3.82, 3.82 ,HOME FIELD: WRITERS REMEMBER BASEBALL,"Marshall, John Douglas",Libertary Co.,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620152287,,,,,30.95,,0, -   ,DIZZY IN KARACHI: A JOURNEY TO PAKISTAN,"Masood, Maliha",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620152300,,,,,32.95,,0, -   ,COUNTRY MUSIC'S JIM OWEN: AN AMAZING LIFE,"Owen, Jim",Booktrope Editions,
LSI,8/1/15,8/31/15,1,3.93,USD,United States,,,9781620152324,,,,,32.95,,3.93, 3.93 ,BUMBLING INTO BODY HAIR,"Maroon, Everett",Libertary Co.,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620152348,,,,,33.95,,0, -   ,SCARS FROM A MEMOIR,"Mann, Marni",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620152362,,,,,29.95,,0, -   ,LET THE DOGS SPEAK,"McKiernan, Marianne",Booktrope Editions,
LSI,8/1/15,8/31/15,1,4.61,USD,United States,,,9781620153239,,,,,30.95,,4.61, 4.61 ,HOW TO MARKET A BOOK,"Culwell, Lori",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620153314,,,,,34.95,,0, -   ,STRATEGIC SALES PRESENTATIONS,"Malcolm, Jack",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620153321,,,,,29.95,,0, -   ,THE ROMANCE OF GRACE,"McNeely, Jim III",Vox Dei,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620153376,,,,,22.95,,0, -   ,The Golden Theme: How to Make Your Writing Appeal to the Highest Common Denominator,"McDonald, Brian",Libertary Co.,
LSI,8/1/15,8/31/15,0,0,USD,Germany,,,9781620153376,,,,,22.95,,0, -   ,The Golden Theme: How to Make Your Writing Appeal to the Highest Common Denominator,"McDonald, Brian",Libertary Co.,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620153383,,,,,23.95,,0, -   ,Ink Spots,"McDonald, Brian",Booktrope Editions,
LSI,8/1/15,8/31/15,1,4.82,USD,United States,,,9781620153390,,,,,28.95,,4.82, 4.82 ,Invisible Ink: A Practical Guide to Building Stories that Resonate,"McDonald, Brian",Libertary Co.,
LSI,8/1/15,8/31/15,0,0,USD,Germany,,,9781620153390,,,,,28.95,,0, -   ,Invisible Ink: A Practical Guide to Building Stories that Resonate,"McDonald, Brian",Libertary Co.,
LSI,8/1/15,8/31/15,1,4.25,USD,United States,,,9781620153406,,,,,33.95,,4.25, 4.25 ,MEMOIRS ARENT FAIRYTALES,"Mann, Marni",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620153420,,,,,16.95,,0, -   ,Seductive Shadows,"Mann, Marni",Booktrope Entice,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620153437,,,,,9.99,,0, -   ,Letters to Mommy,"Owen, Jim",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620153444,,,,,13.95,,0, -   ,"Losing Him, Gaining You: Divorce as Opportunity","Lewars, Corbin",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620153451,,,,,15.95,,0, -   ,Willful Avoidance,"Twissel, JT",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620153482,,,,,11.95,,0, -   ,The Heart of Power,"Wood, John Thomas",Booktrope Editions,
LSI,8/1/15,8/31/15,-2,-19.26,USD,United States,,,9781620153499,,,,,16.95,,9.63,-19.26 ,Biking Uphill,"Williams, Arleen",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620153505,,,,,16.95,,0, -   ,Dancing on the Edge,"Bakke, Kit",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620153529,,,,,16.95,,0, -   ,Unfinished Business,"Ridder Aspenson, Carolyn",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620153536,,,,,16.95,,0, -   ,Unbreakable Bonds,"Ridder Aspenson, Carolyn",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620153550,,,,,13.95,,0, -   ,Six Strings,"Williamson, Jen Sanya",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620153574,,,,,11.95,,0, -   ,The Heart of Relationships,"Wood, John Thomas",Booktrope Editions,
LSI,8/1/15,8/31/15,-13,-107.64,USD,United States,,,9781620153581,,,,,13.95,,8.28,-107.64 ,Is This All There Is?,"Mann, Patricia",Booktrope Editions,
LSI,8/1/15,8/31/15,1,3.43,USD,United States,,,9781620153598,,,,,16.95,,3.43, 3.43 ,Autumn Getaway,"Gracen, Jennifer",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620153642,,,,,10.95,,0, -   ,The Stories We Don't Tell,"Thayer, Melissa",Booktrope Editions,
LSI,8/1/15,8/31/15,-18,-213.84,USD,United States,,,9781620153659,,,,,21.95,,11.88,-213.84 ,Fractured Dream,"Randall, K.M.",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620153666,,,,,13.95,,0, -   ,Rivercreek Crossing,"LeMay, C.L.",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620153956,,,,,16.95,,0, -   ,Fissure Free,"Ryan, Shari J.",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620153963,,,,,12.95,,0, -   ,Waiting for You,"Huffman, Heather",Booktrope Editions,
LSI,8/1/15,8/31/15,1,3.6,USD,United States,,,9781620153970,,,,,18.95,,3.6, 3.60 ,Under the Squatting Eagle,"Fishel, Dennis",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620153987,,,,,18.95,,0, -   ,Dating Bradford - A Memoir,"Noble, Bradford",Booktrope Editions,
LSI,8/1/15,8/31/15,1,3.22,USD,United States,,,9781620154007,,,,,16.95,,3.22, 3.22 ,A Decent Woman,"Parker Sapia, Eleanor",Booktrope Editions,
LSI,8/1/15,8/31/15,14,45.08,USD,United States,,,9781620154007,,,,,16.95,,3.22, 45.08 ,A Decent Woman,"Parker Sapia, Eleanor",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620154014,,,,,12.95,,0, -   ,Along the Wheel of Time: Sacred Stories for Nature Lovers,"Laxer, Judith",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620154021,,,,,13.95,,0, -   ,How to Un-Marry a Millionaire,"Morton, Billie",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620154045,,,,,13.95,,0, -   ,Dangerous Reflections,"West, Shay",Booktrope Editions,
