wp_id,attachment_id,fieldname,url
37165,37373,book_manuscript_original,https://teamtrope.com/wp-content/uploads/2015/03/NI1-Falling-COMPLETED.doc
37165,44138,book_manuscript_edited,https://teamtrope.com/wp-content/uploads/2015/05/N1-Falling-FINAL.doc
36913,40577,book_manuscript_original,https://teamtrope.com/wp-content/uploads/2015/04/CrimsonShadow-NoirSUB.docx
36913,41819,book_manuscript_edited,https://teamtrope.com/wp-content/uploads/2015/04/CrimsonShadow-NoirSUB.docx
36913,41821,book_cover_concept,https://teamtrope.com/wp-content/uploads/2015/04/Noir.jpg
36911,36969,book_manuscript_original,https://teamtrope.com/wp-content/uploads/2015/03/Unsettled.docx
36911,43077,book_manuscript_edited,https://teamtrope.com/wp-content/uploads/2015/04/Unsettled-Ready-for-PR.docx
36911,43693,book_stock_cover_image,https://teamtrope.com/wp-content/uploads/2015/03/shutterstock_149970311.jpg
36911,41877,book_cover_concept,https://teamtrope.com/wp-content/uploads/2015/04/Unsettled-front-cover-wip1.jpg
36909,38397,book_manuscript_original,https://teamtrope.com/wp-content/uploads/2015/03/Pink-Diamonds-Series.docx
36897,38353,book_manuscript_original,https://teamtrope.com/wp-content/uploads/2015/03/The-Elemental-for-publishing.docx
36881,37586,book_manuscript_original,https://teamtrope.com/wp-content/uploads/2015/03/DreamsDoComeTrue_Final.docx
36881,37590,book_cover_concept,https://teamtrope.com/wp-content/uploads/2015/03/DreamsDoComeTrue_600x900.jpg
36866,37933,book_manuscript_original,https://teamtrope.com/wp-content/uploads/2015/03/Life-on-Loan-Smashwords1.doc
36676,36776,book_manuscript_original,https://teamtrope.com/wp-content/uploads/2015/03/The-Undays-of-Aralias-Lyons-Final2.docx
36597,37332,book_manuscript_original,https://teamtrope.com/wp-content/uploads/2015/03/Digging-up-the-Past-Complete.doc
36597,40829,book_manuscript_edited,https://teamtrope.com/wp-content/uploads/2015/04/Digging-up-the-Past-EF-SB-3.doc
36597,43805,book_cover_concept,https://teamtrope.com/wp-content/uploads/2015/05/Draft-3-3.jpg
36590,36716,book_manuscript_original,https://teamtrope.com/wp-content/uploads/2015/03/The-Dolorous-Adventure-of-Brother-Banenose.doc
36567,36827,book_manuscript_original,https://teamtrope.com/wp-content/uploads/2015/03/Gravedigger-Publishable.docx
36562,39695,book_manuscript_original,https://teamtrope.com/wp-content/uploads/2015/04/DDD-Control.docx
36560,39693,book_manuscript_original,https://teamtrope.com/wp-content/uploads/2015/04/DDD-Fantasy-by-Cassandre-Dayne.docx
