Source Table Name,Start Date,End Date,Quantity,Revenue [multi-ccy],Currency (use),Country,BN Identifier,epub ISBN,Paperback ISBN,Apple Identifier,ASIN,KDP - Royalty Type,Type,List Price [multi-ccy],ISBN Hardcover (use),Unit Revenue,Revenue [USD],Author,Title
Encore,4/1/15,4/30/15,1,1.02,GBP,United Kingdom,,,,,B00TG14YUQ,,KU,,,,1.5688008,Geoffrey Morrison,Undersea
Encore,4/1/15,4/30/15,2,2.04,GBP,United Kingdom,,,,,B00TG14YUQ,,KINDLE,,,,3.1376016,Geoffrey Morrison,Undersea
Encore,4/1/15,4/30/15,58,81,USD,United States,,,,,B00U9WWUAC,,KU,,,,81,Heather Huffman,Waiting for You
Encore,4/1/15,4/30/15,1,1.4,USD,United States,,,,,B00U9WWUAC,,KOLL,,,,1.4,Heather Huffman,Waiting for You
Encore,4/1/15,4/30/15,13,18.15,USD,United States,,,,,B00U9WWUAC,,KINDLE,,,,18.15,Heather Huffman,Waiting for You
Encore,4/1/15,4/30/15,3,3.06,GBP,United Kingdom,,,,,B00U9WWUAC,,KU,,,,4.7064024,Heather Huffman,Waiting for You
Encore,4/1/15,4/30/15,5,5.09,GBP,United Kingdom,,,,,B00U9WWUAC,,KINDLE,,,,7.8286236,Heather Huffman,Waiting for You
Encore,4/1/15,4/30/15,1,1.4,USD,United States,,,,,B00U9WWU8Y,,KU,,,,1.4,Ina Zajac,"Please, Pretty Lights"
Encore,4/1/15,4/30/15,1,1.02,GBP,United Kingdom,,,,,B00U9WWU8Y,,KINDLE,,,,1.5688008,Ina Zajac,"Please, Pretty Lights"
Encore,4/1/15,4/30/15,712,586.23,USD,United States,,,,,B00TG14YOW,,KU,,,,586.23,Jennifer Gracen,Autumn Getaway
Encore,4/1/15,4/30/15,94,77.4,USD,United States,,,,,B00TG14YOW,,KOLL,,,,77.4,Jennifer Gracen,Autumn Getaway
Encore,4/1/15,4/30/15,1316,1083.53,USD,United States,,,,,B00TG14YOW,,KINDLE,,,,1083.53,Jennifer Gracen,Autumn Getaway
Encore,4/1/15,4/30/15,8,4.61,USD,Canada,,,,,B00TG14YOW,,KINDLE,,,,4.61,Jennifer Gracen,Autumn Getaway
Encore,4/1/15,4/30/15,6,3.46,USD,Canada,,,,,B00TG14YOW,,KU,,,,3.46,Jennifer Gracen,Autumn Getaway
Encore,4/1/15,4/30/15,1,0.74,USD,Brazil,,,,,B00TG14YOW,,KINDLE,,,,0.74,Jennifer Gracen,Autumn Getaway
Encore,4/1/15,4/30/15,1,1.44,USD,Australia,,,,,B00TG14YOW,,KINDLE,,,,1.44,Jennifer Gracen,Autumn Getaway
