Source Table Name,Start Date,End Date,Quantity,Revenue [multi-ccy],Currency (use),Country,BN Identifier,epub ISBN,Paperback ISBN,Apple Identifier,ASIN,KDP - Royalty Type,KDP - Transaction Type,List Price [multi-ccy],ISBN Hardcover (use),Unit revenue,Revenue [USD],TITLE,AUTHOR,RETAILER,PERIOD
Inscribe,3/1/15,,1,3.4,USD,"Australia, Commonwealth of",,9781620155721,,,,,,7.99,,,3.4,Misadventures of Princess Sydney,Chris Minich,OverDrive Download Retail Sales USA,P03 15 (Mar 15)
Inscribe,3/1/15,,1,3.4,USD,United States of America,,9781620155721,,,,,,7.99,,,3.4,Misadventures of Princess Sydney,Chris Minich,OverDrive Download Retail Sales USA,P03 15 (Mar 15)
Inscribe,3/1/15,,1,2.55,USD,Canada,,9781620155158,,,,,,5.99,,,2.55,My Fair Lily,Meara Platt,OverDrive Download Retail Sales USA,P03 15 (Mar 15)
Inscribe,3/1/15,,1,2.55,USD,United Kingdom of Great Britain and N. Ireland,,9781620155158,,,,,,5.99,,,2.55,My Fair Lily,Meara Platt,OverDrive Download Retail Sales USA,P03 15 (Mar 15)
Inscribe,3/1/15,,8,20.4,USD,United States of America,,9781620155158,,,,,,5.99,,,20.4,My Fair Lily,Meara Platt,OverDrive Download Retail Sales USA,P03 15 (Mar 15)
Inscribe,3/1/15,,1,3.4,USD,Canada,,9781620154519,,,,,,7.99,,,3.4,My Flourescent God,Joe Guppy,OverDrive Download Retail Sales USA,P03 15 (Mar 15)
Inscribe,3/1/15,,1,2.975,USD,Canada,,9781620154939,,,,,,6.99,,,2.975,Paper Souls,Allie Burke,OverDrive Download Retail Sales USA,P03 15 (Mar 15)
Inscribe,3/1/15,,1,2.975,USD,Canada,,9781620155752,,,,,,6.99,,,2.975,Perception,A.L. Waddington,OverDrive Download Retail Sales USA,P03 15 (Mar 15)
Inscribe,3/1/15,,1,2.975,USD,Canada,,9781620153932,,,,,,6.99,,,2.975,Pulled Within,Marni Mann,OverDrive Download Retail Sales USA,P03 15 (Mar 15)
Inscribe,3/1/15,,1,6.375,USD,United States of America,,9781620151211,,,,,,14.99,,,6.375,Redesigning Education: Shaping Learning Systems Around the Globe,Innovation Unit for Global Education Leaders' Program,OverDrive Download Retail Sales USA,P03 15 (Mar 15)
Inscribe,3/1/15,,1,3.4,USD,"Australia, Commonwealth of",,9781620154496,,,,,,7.99,,,3.4,Return to Sender,Mindy S. Halleck,OverDrive Download Retail Sales USA,P03 15 (Mar 15)
Inscribe,3/1/15,,1,3.4,USD,Canada,,9781620154496,,,,,,7.99,,,3.4,Return to Sender,Mindy S. Halleck,OverDrive Download Retail Sales USA,P03 15 (Mar 15)
Inscribe,3/1/15,,2,6.8,USD,United States of America,,9781620154496,,,,,,7.99,,,6.8,Return to Sender,Mindy S. Halleck,OverDrive Download Retail Sales USA,P03 15 (Mar 15)
Inscribe,3/1/15,,1,2.55,USD,Canada,,9781620152850,,,,,,5.99,,,2.55,Revontuli,Andrew Eddy,OverDrive Download Retail Sales USA,P03 15 (Mar 15)
Inscribe,3/1/15,,3,7.65,USD,United States of America,,9781620150191,,,,,,5.99,,,7.65,Riversong,Tess Thompson,OverDrive Download Retail Sales USA,P03 15 (Mar 15)
Inscribe,3/1/15,,1,2.55,USD,Canada,,9781620155219,,,,,,5.99,,,2.55,Ruby's Letters,Maggie Van Well,OverDrive Download Retail Sales USA,P03 15 (Mar 15)
Inscribe,3/1/15,,1,2.975,USD,United States of America,,9781620155271,,,,,,6.99,,,2.975,Spring Shadows,Jennifer Gracen,OverDrive Download Retail Sales USA,P03 15 (Mar 15)
Inscribe,3/1/15,,3,8.925,USD,United States of America,,9781620155615,,,,,,6.99,,,8.925,TAG,Shari J. Ryan,OverDrive Download Retail Sales USA,P03 15 (Mar 15)
Inscribe,3/1/15,,2,5.95,USD,United States of America,,9781620153369,,,,,,6.99,,,5.95,Taxicab to Wichita,Aaron Louis Asselstine,OverDrive Download Retail Sales USA,P03 15 (Mar 15)
Inscribe,3/1/15,,1,2.55,USD,Canada,,9781620155295,,,,,,5.99,,,2.55,That's a Promise,Victoria Klahr,OverDrive Download Retail Sales USA,P03 15 (Mar 15)
Inscribe,3/1/15,,1,2.55,USD,United States of America,,9781620155295,,,,,,5.99,,,2.55,That's a Promise,Victoria Klahr,OverDrive Download Retail Sales USA,P03 15 (Mar 15)
Inscribe,3/1/15,,2,12.75,USD,United States of America,,9781620150955,,,,,,14.99,,,12.75,The Art of Grant Writing: Communicating Your Vision to Funders,Sharon Charnell Gherman,OverDrive Download Retail Sales USA,P03 15 (Mar 15)
Inscribe,3/1/15,,21,124.95,USD,United States of America,,9781620150931,,,,,,13.99,,,124.95,The Art of Selling Real Estate,Patricia Cliff,OverDrive Download Retail Sales USA,P03 15 (Mar 15)
Inscribe,3/1/15,,1,2.975,USD,Canada,,9781620152690,,,,,,6.99,,,2.975,The Dark Light of Day,T.M. Frazier,OverDrive Download Retail Sales USA,P03 15 (Mar 15)
Inscribe,3/1/15,,1,2.55,USD,United States of America,,9781620150320,,,,,,5.99,,,2.55,The Key to Everything,Alex Kimmell,OverDrive Download Retail Sales USA,P03 15 (Mar 15)
Inscribe,3/1/15,,1,2.975,USD,United States of America,,9781620152638,,,,,,6.99,,,2.975,The Old Cape House,Barbara  Eppich Struna,OverDrive Download Retail Sales USA,P03 15 (Mar 15)
Inscribe,3/1/15,,1,4.25,USD,United States of America,,9781620153352,,,,,,9.99,,,4.25,The River Valley Collection Boxed Set,Tess Thompson,OverDrive Download Retail Sales USA,P03 15 (Mar 15)
Inscribe,3/1/15,,3,19.125,USD,United States of America,,9781620152843,,,,,,14.99,,,19.125,The River Valley Trilogy,Tess Thompson,OverDrive Download Retail Sales USA,P03 15 (Mar 15)
Inscribe,3/1/15,,1,2.975,USD,United States of America,,9781620155745,,,,,,6.99,,,2.975,The Soul Thief,Majanka Verstraete,OverDrive Download Retail Sales USA,P03 15 (Mar 15)
Inscribe,3/1/15,,1,2.55,USD,United States of America,,9781620150283,,,,,,5.99,,,2.55,Throwaway,Heather Huffman,OverDrive Download Retail Sales USA,P03 15 (Mar 15)
Inscribe,3/1/15,,1,2.975,USD,Canada,,9781620156025,,,,,,6.99,,,2.975,Waiting on Justin,Lucy H. Delaney,OverDrive Download Retail Sales USA,P03 15 (Mar 15)
Inscribe,3/1/15,,2,6.8,USD,United States of America,,9781620154168,,,,,,7.99,,,6.8,Zeus is Dead,Michael G. Munz,OverDrive Download Retail Sales USA,P03 15 (Mar 15)
Inscribe,3/1/15,,1,2.975,USD,"Singapore, Republic of",,9781620152829,,,,,,6.99,,,2.975,Zips Goes Wandering,Chris Marsh,OverDrive Download Retail Sales USA,P03 15 (Mar 15)
Inscribe,3/1/15,,1,2.975,USD,Canada,,9781620154878,,,,,,6.99,,,2.975,Binding Agreement,Pam McKenna,OverDrive Download Retail Sales USA,P03 15 (Mar 15)
Inscribe,3/1/15,,2,5.1,USD,United States of America,,9781620152683,,,,,,5.99,,,5.1,Seductive Secrecy,Marni Mann,OverDrive Download Retail Sales USA,P03 15 (Mar 15)
Inscribe,3/1/15,,1,2.975,USD,United States of America,,9781620154885,,,,,,6.99,,,2.975,What I Really Learned in College,Addison Winters,OverDrive Download Retail Sales USA,P03 15 (Mar 15)
Inscribe,2/1/15,,1,3.3065,USD,Canada,,9781620154748,,,,,,5.99,,,3.3065,Dangled Carat,Hilary Grossman,3M Retail Sales CAN,P02 15 (Feb 15)
Inscribe,2/1/15,,1,4.4115,USD,Canada,,9781620153093,,,,,,7.99,,,4.4115,Harm None,Will North,3M Retail Sales CAN,P02 15 (Feb 15)
Inscribe,2/1/15,,1,3.3065,USD,Canada,,9781620154120,,,,,,5.99,,,3.3065,How to Un-Marry a Millionaire,Billie Morton,3M Retail Sales CAN,P02 15 (Feb 15)
Inscribe,2/1/15,,1,3.3065,USD,United States of America,,9781620152799,,,,,,5.99,,,3.3065,A Chorus of Wolves,Alex Kimmell,3M Retail Sales USA,P02 15 (Feb 15)
Inscribe,2/1/15,,1,3.3065,USD,United States of America,,9781620153925,,,,,,5.99,,,3.3065,If I Say Yes,Brandy Jellum,3M Retail Sales USA,P02 15 (Feb 15)
Inscribe,2/1/15,,1,3.859,USD,United States of America,,9781620150948,,,,,,6.99,,,3.859,Scars from a Memoir (Young Adult Edition),Marni Mann,3M Retail Sales USA,P02 15 (Feb 15)
Inscribe,2/1/15,,1,2.55,USD,United Kingdom of Great Britain and N. Ireland,,9781620150641,,,,,,5.99,,,2.55,Always and Forever,Karla J. Nellenbach,OverDrive Download Retail Sales USA,P02 15 (Feb 15)
Inscribe,2/1/15,,1,2.55,USD,Canada,,9781620151037,,,,,,5.99,,,2.55,Dizzy in Karachi: A Journey to Pakistan,Maliha Masood,OverDrive Download Retail Sales USA,P02 15 (Feb 15)
Inscribe,2/1/15,,1,2.975,USD,United States of America,,9781620154052,,,,,,6.99,,,2.975,Fissure Free,Shari J. Ryan,OverDrive Download Retail Sales USA,P02 15 (Feb 15)
Inscribe,2/1/15,,1,2.55,USD,Netherlands,,9781620154670,,,,,,5.99,,,2.55,"Jacob, King of Portalia",Casey Clubb,OverDrive Download Retail Sales USA,P02 15 (Feb 15)
Inscribe,2/1/15,,4,13.6,USD,United States of America,,9781620154519,,,,,,7.99,,,13.6,My Flourescent God,Joe Guppy,OverDrive Download Retail Sales USA,P02 15 (Feb 15)
Inscribe,2/1/15,,1,2.55,USD,United Kingdom of Great Britain and N. Ireland,,9781620152720,,,,,,5.99,,,2.55,Of Stardust,February Grace,OverDrive Download Retail Sales USA,P02 15 (Feb 15)
Inscribe,2/1/15,,1,3.4,USD,"Australia, Commonwealth of",,9781620150726,,,,,,7.99,,,3.4,"Princesses can be Pirates, Too!",Christi Zellerhoff,OverDrive Download Retail Sales USA,P02 15 (Feb 15)
Inscribe,2/1/15,,1,2.975,USD,United States of America,,9781620152973,,,,,,6.99,,,2.975,Schasm,Shari J. Ryan,OverDrive Download Retail Sales USA,P02 15 (Feb 15)
Inscribe,2/1/15,,1,2.975,USD,United States of America,,9781620152652,,,,,,6.99,,,2.975,Seasons' End,Will North,OverDrive Download Retail Sales USA,P02 15 (Feb 15)
Inscribe,2/1/15,,1,3.4,USD,United States of America,,9781620150580,,,,,,7.99,,,3.4,The Girls: Sappho Goes to Hollywood,Diana McLellan,OverDrive Download Retail Sales USA,P02 15 (Feb 15)
Inscribe,2/1/15,,1,3.4,USD,United States of America,,9781620154724,,,,,,7.99,,,3.4,The Music Book,"Dave O'Leary, Emma Fuchs",OverDrive Download Retail Sales USA,P02 15 (Feb 15)
Inscribe,2/1/15,,1,6.375,USD,Canada,,9781620152843,,,,,,14.99,,,6.375,The River Valley Trilogy,Tess Thompson,OverDrive Download Retail Sales USA,P02 15 (Feb 15)
Inscribe,2/1/15,,1,2.975,USD,"South Africa, Republic of",,9781620154755,,,,,,6.99,,,2.975,Washed Hands,Jonathan Charles Bruce,OverDrive Download Retail Sales USA,P02 15 (Feb 15)
Inscribe,2/1/15,,2,5.95,USD,United States of America,,9781620154755,,,,,,6.99,,,5.95,Washed Hands,Jonathan Charles Bruce,OverDrive Download Retail Sales USA,P02 15 (Feb 15)
Inscribe,2/1/15,,1,3.859,USD,Canada,,9781620155141,,,,,,6.99,,,3.859,Our Second Chance,C.D. Taylor,3M Retail Sales CAN,P02 15 (Feb 15)
Inscribe,2/1/15,,1,4.25,USD,United Kingdom of Great Britain and N. Ireland,,9781620155257,,,,,,9.99,,,4.25,Bound to be Pleasured,Pam McKenna,OverDrive Download Retail Sales USA,P02 15 (Feb 15)
Inscribe,2/1/15,,1,2.975,USD,United Kingdom of Great Britain and N. Ireland,,9781620154779,,,,,,6.99,,,2.975,Faking It,Pam McKenna,OverDrive Download Retail Sales USA,P02 15 (Feb 15)
Inscribe,12/14/15,,1,2.975,USD,United States of America,,9781620152706,,,,,,6.99,,,2.975,A Medical Affair,"Anne  McCarthy Strauss, Anne McCarthy Strauss",OverDrive Download Retail Sales USA,P12 14 (Dec 14)
Inscribe,12/14/15,,1,3.4,USD,Canada,,9781620154465,,,,,,7.99,,,3.4,Arielle Immortal Journey,Lilian Roberts,OverDrive Download Retail Sales USA,P12 14 (Dec 14)
Inscribe,12/14/15,,1,2.55,USD,Canada,,9781620154748,,,,,,5.99,,,2.55,Dangled Carat,Hilary Grossman,OverDrive Download Retail Sales USA,P12 14 (Dec 14)
Inscribe,12/14/15,,1,2.975,USD,United States of America,,9781620154205,,,,,,6.99,,,2.975,Deadly Secrets,Angel Sefer,OverDrive Download Retail Sales USA,P12 14 (Dec 14)
Inscribe,12/14/15,,1,2.55,USD,United States of America,,9781620150450,,,,,,5.99,,,2.55,"Eat In, Not Out: The Learn-How-to-Cook Book Without the Recipes",Melinda Hinson-Neely,OverDrive Download Retail Sales USA,P12 14 (Dec 14)
Inscribe,12/14/15,,1,2.975,USD,Canada,,9781620153796,,,,,,6.99,,,2.975,Enlightened,A.L. Waddington,OverDrive Download Retail Sales USA,P12 14 (Dec 14)
Inscribe,12/14/15,,1,2.975,USD,Canada,,9781620153017,,,,,,6.99,,,2.975,Essence,A.L. Waddington,OverDrive Download Retail Sales USA,P12 14 (Dec 14)
Inscribe,12/14/15,,1,2.55,USD,United States of America,,9781620152478,,,,,,5.99,,,2.55,Fool's Game,Heather Huffman,OverDrive Download Retail Sales USA,P12 14 (Dec 14)
Inscribe,12/14/15,,1,1.275,USD,Canada,,9781620154120,,,,,,2.99,,,1.275,How to Un-Marry a Millionaire,Billie Morton,OverDrive Download Retail Sales USA,P12 14 (Dec 14)
Inscribe,12/14/15,,1,2.55,USD,United States of America,,9781620150344,,,,,,5.99,,,2.55,Jailbird,Heather Huffman,OverDrive Download Retail Sales USA,P12 14 (Dec 14)
Inscribe,12/14/15,,1,3.4,USD,United States of America,,9781620154519,,,,,,7.99,,,3.4,My Flourescent God,Joe Guppy,OverDrive Download Retail Sales USA,P12 14 (Dec 14)
Inscribe,12/14/15,,1,2.55,USD,United Kingdom of Great Britain and N. Ireland,,9781620152720,,,,,,5.99,,,2.55,Of Stardust,February Grace,OverDrive Download Retail Sales USA,P12 14 (Dec 14)
Inscribe,12/14/15,,1,2.55,USD,United States of America,,9781620150412,,,,,,5.99,,,2.55,Ouroboros,Christopher Turkel,OverDrive Download Retail Sales USA,P12 14 (Dec 14)
Inscribe,12/14/15,,1,3.4,USD,Canada,,9781620150726,,,,,,7.99,,,3.4,"Princesses can be Pirates, Too!",Christi Zellerhoff,OverDrive Download Retail Sales USA,P12 14 (Dec 14)
Inscribe,12/14/15,,1,1.7,USD,Canada,,9781620155288,,,,,,3.99,,,1.7,Saving Jason,E.J. Hanagan,OverDrive Download Retail Sales USA,P12 14 (Dec 14)
Inscribe,12/14/15,,1,2.55,USD,United States of America,,9781620153116,,,,,,5.99,,,2.55,Spellbound in His Arms,Angel Sefer,OverDrive Download Retail Sales USA,P12 14 (Dec 14)
Inscribe,12/14/15,,1,2.55,USD,Canada,,9781620154663,,,,,,5.99,,,2.55,Spirit Warriors: The Scarring,D.E.L. Connor,OverDrive Download Retail Sales USA,P12 14 (Dec 14)
Inscribe,12/14/15,,1,2.55,USD,United States of America,,9781620150313,,,,,,5.99,,,2.55,Suddenly a Spy,Heather Huffman,OverDrive Download Retail Sales USA,P12 14 (Dec 14)
Inscribe,12/14/15,,1,3.4,USD,Canada,,9781620152775,,,,,,7.99,,,3.4,"The Adventures of Emery Jones, Boy Science Wonder: Bending Time","Charles Johnson, Elisheba Johnson",OverDrive Download Retail Sales USA,P12 14 (Dec 14)
Inscribe,12/14/15,,1,4.25,USD,Canada,,9781620155189,,,,,,9.99,,,4.25,The Immortal Rapture Collection,Lilian Roberts,OverDrive Download Retail Sales USA,P12 14 (Dec 14)
Inscribe,12/14/15,,1,2.125,USD,Canada,,9781620154717,,,,,,4.99,,,2.125,The Paragraph Ranch,"Barbara Brannon, Kay Ellington",OverDrive Download Retail Sales USA,P12 14 (Dec 14)
Inscribe,12/14/15,,1,6.375,USD,United States of America,,9781620152843,,,,,,14.99,,,6.375,The River Valley Trilogy,Tess Thompson,OverDrive Download Retail Sales USA,P12 14 (Dec 14)
Inscribe,12/14/15,,1,1.275,USD,United States of America,,9781620150467,,,,,,2.99,,,1.275,Tumbleweed,Heather Huffman,OverDrive Download Retail Sales USA,P12 14 (Dec 14)
Inscribe,12/14/15,,1,2.975,USD,United States of America,,9781620153864,,,,,,6.99,,,2.975,Violet Midnight,Allie Burke,OverDrive Download Retail Sales USA,P12 14 (Dec 14)
Inscribe,12/14/15,,1,2.125,USD,Canada,,9781620155165,,,,,,4.99,,,2.125,Waiting,Bonnie Dodge,OverDrive Download Retail Sales USA,P12 14 (Dec 14)
Inscribe,12/14/15,,1,3.4,USD,Germany,,9781620154168,,,,,,7.99,,,3.4,Zeus is Dead,Michael G. Munz,OverDrive Download Retail Sales USA,P12 14 (Dec 14)
Inscribe,12/14/15,,1,2.975,USD,United States of America,,9781620150054,,,,,,6.99,,,2.975,The Golden Theme: How to Make Your Writing Appeal to the Highest Common Denominator,Brian McDonald,OverDrive Download Retail Sales USA,P12 14 (Dec 14)
Inscribe,12/14/15,,1,4.25,USD,Canada,,9781620155257,,,,,,9.99,,,4.25,Bound to be Pleasured,Pam McKenna,OverDrive Download Retail Sales USA,P12 14 (Dec 14)
Inscribe,12/14/15,,1,1.7,USD,Canada,,9781620155141,,,,,,3.99,,,1.7,Our Second Chance,C.D. Taylor,OverDrive Download Retail Sales USA,P12 14 (Dec 14)
Inscribe,12/14/15,,1,2.975,USD,Canada,,9781620154885,,,,,,6.99,,,2.975,What I Really Learned in College,Addison Winters,OverDrive Download Retail Sales USA,P12 14 (Dec 14)
Inscribe,11/14/15,,1,2.975,USD,United States of America,,9781620154137,,,,,,0,,,2.975,Amber Passion,Allie Burke,OverDrive Retail Sales,P11 14 (Nov 14)
Inscribe,11/14/15,,1,3.4,USD,United States of America,,9781620154465,,,,,,0,,,3.4,Arielle Immortal Journey,Lilian Roberts,OverDrive Retail Sales,P11 14 (Nov 14)
Inscribe,11/14/15,,1,2.975,USD,United States of America,,9781620153840,,,,,,0,,,2.975,Autumn Getaway,Jennifer Gracen,OverDrive Retail Sales,P11 14 (Nov 14)
Inscribe,11/14/15,,1,3.3065,USD,Canada,,9781620152782,,,,,,5.99,,,3.3065,Between Boyfriends,SÃ¡rka-Jonae Miller,3M Retail Sales CAN,P11 14 (Nov 14)
Inscribe,11/14/15,,1,2.975,USD,United States of America,,9781620154700,,,,,,0,,,2.975,Blue Midnight,Tess Thompson,OverDrive Retail Sales,P11 14 (Nov 14)
Inscribe,11/14/15,,1,2.975,USD,United States of America,,9781620154151,,,,,,0,,,2.975,Dangerous Reflections,Shay West,OverDrive Retail Sales,P11 14 (Nov 14)
Inscribe,11/14/15,,1,2.55,USD,United States of America,,9781620154748,,,,,,0,,,2.55,Dangled Carat,Hilary Grossman,OverDrive Retail Sales,P11 14 (Nov 14)
Inscribe,11/14/15,,1,2.975,USD,United States of America,,9781620152997,,,,,,0,,,2.975,Double Blind,Tiffany Pitts,OverDrive Retail Sales,P11 14 (Nov 14)
Inscribe,11/14/15,,1,2.975,USD,United States of America,,9781620154199,,,,,,0,,,2.975,Keeping Seattle Up,John Thomas Wood,OverDrive Retail Sales,P11 14 (Nov 14)
Inscribe,11/14/15,,1,2.55,USD,United States of America,,9781620153802,,,,,,0,,,2.55,Six Strings,Jen Sanya Williamson,OverDrive Retail Sales,P11 14 (Nov 14)
Inscribe,11/14/15,,1,2.55,USD,United States of America,,9781620154663,,,,,,0,,,2.55,Spirit Warriors: The Scarring,D.E.L. Connor,OverDrive Retail Sales,P11 14 (Nov 14)
Inscribe,11/14/15,,1,2.975,USD,United States of America,,9781620153123,,,,,,0,,,2.975,The Button Legacy: Emily's Inheritance,Ginger Marcinkowski,OverDrive Retail Sales,P11 14 (Nov 14)
Inscribe,11/14/15,,1,4.25,USD,United States of America,,9781620155189,,,,,,0,,,4.25,The Immortal Rapture Collection,Lilian Roberts,OverDrive Retail Sales,P11 14 (Nov 14)
Inscribe,11/14/15,,1,2.975,USD,United States of America,,9781620154212,,,,,,0,,,2.975,The Lycan Hunter,Kelsey Jordan,OverDrive Retail Sales,P11 14 (Nov 14)
Inscribe,11/14/15,,1,2.125,USD,United States of America,,9781620154717,,,,,,0,,,2.125,The Paragraph Ranch,"Barbara Brannon, Kay Ellington",OverDrive Retail Sales,P11 14 (Nov 14)
Inscribe,11/14/15,,1,6.375,USD,United States of America,,9781620152843,,,,,,0,,,6.375,The River Valley Trilogy,Tess Thompson,OverDrive Retail Sales,P11 14 (Nov 14)
Inscribe,11/14/15,,1,6.375,USD,United States of America,,9781620152249,,,,,,0,,,6.375,The Schasm Series,Shari J. Ryan,OverDrive Retail Sales,P11 14 (Nov 14)
Inscribe,11/14/15,,1,4.25,USD,United States of America,,9781620152201,,,,,,0,,,4.25,The Shadows Series,Marni Mann,OverDrive Retail Sales,P11 14 (Nov 14)
Inscribe,11/14/15,,1,2.975,USD,United States of America,,9781620154731,,,,,,0,,,2.975,When Fully Fused,Shari J. Ryan,OverDrive Retail Sales,P11 14 (Nov 14)
Inscribe,11/14/15,,2,5.95,USD,United States of America,,9781620154502,,,,,,0,,,5.95,Winter Hopes,Jennifer Gracen,OverDrive Retail Sales,P11 14 (Nov 14)
Inscribe,11/14/15,,1,3.4,USD,United States of America,,9781620154168,,,,,,0,,,3.4,Zeus is Dead,Michael G. Munz,OverDrive Retail Sales,P11 14 (Nov 14)
Inscribe,10/14/15,,1,3.859,USD,United States of America,,9781620153796,,,,,,6.99,,,3.859,Enlightened,A.L. Waddington,3M Retail Sales USA,P10 14 (Oct 14)
Inscribe,10/14/15,,1,2.975,USD,United States of America,,9781620152706,,,,,,0,,,2.975,A Medical Affair,Anne  McCarthy Strauss,OverDrive Retail Sales,P10 14 (Oct 14)
Inscribe,10/14/15,,1,3.4,USD,United States of America,,9781620154113,,,,,,0,,,3.4,Along the Wheel of Time: Sacred Stories for Nature Lovers,Judith Laxer,OverDrive Retail Sales,P10 14 (Oct 14)
Inscribe,10/14/15,,2,5.1,USD,United States of America,,9781620153024,,,,,,0,,,5.1,Arielle Immortal Awakening,Lilian Roberts,OverDrive Retail Sales,P10 14 (Oct 14)
Inscribe,10/14/15,,1,2.975,USD,United States of America,,9781620154540,,,,,,0,,,2.975,Arielle Immortal Quickening,Lilian Roberts,OverDrive Retail Sales,P10 14 (Oct 14)
Inscribe,10/14/15,,1,2.975,USD,United States of America,,9781620154700,,,,,,0,,,2.975,Blue Midnight,Tess Thompson,OverDrive Retail Sales,P10 14 (Oct 14)
Inscribe,10/14/15,,1,2.975,USD,United States of America,,9781620154151,,,,,,0,,,2.975,Dangerous Reflections,Shay West,OverDrive Retail Sales,P10 14 (Oct 14)
Inscribe,10/14/15,,1,3.4,USD,United States of America,,9781620152522,,,,,,0,,,3.4,Dead of Knight,Nicole J. Persun,OverDrive Retail Sales,P10 14 (Oct 14)
Inscribe,10/14/15,,1,2.55,USD,United States of America,,9781620151006,,,,,,0,,,2.55,Death Rejoices,A.J. Aalto,OverDrive Retail Sales,P10 14 (Oct 14)
Inscribe,10/14/15,,1,1.275,USD,United States of America,,9781620153161,,,,,,0,,,1.275,Dirt Nap,A.J. Aalto,OverDrive Retail Sales,P10 14 (Oct 14)
Inscribe,10/14/15,,1,2.55,USD,United States of America,,9781620154250,,,,,,0,,,2.55,Eyes of the Enemy,Kelly Hess,OverDrive Retail Sales,P10 14 (Oct 14)
Inscribe,10/14/15,,2,5.95,USD,United States of America,,9781620154243,,,,,,0,,,5.95,Last Impressions,A.J. Aalto,OverDrive Retail Sales,P10 14 (Oct 14)
Inscribe,10/14/15,,1,2.55,USD,United States of America,,9781620153802,,,,,,0,,,2.55,Six Strings,Jen Sanya Williamson,OverDrive Retail Sales,P10 14 (Oct 14)
Inscribe,10/14/15,,1,2.55,USD,United States of America,,9781620152881,,,,,,0,,,2.55,Swimming Upstream,Ruth Mancini,OverDrive Retail Sales,P10 14 (Oct 14)
Inscribe,10/14/15,,2,11.9,USD,United States of America,,9781620154861,,,,,,0,,,11.9,The Heart of Leadership,John Thomas Wood,OverDrive Retail Sales,P10 14 (Oct 14)
Inscribe,10/14/15,,1,2.975,USD,United States of America,,9781620154212,,,,,,0,,,2.975,The Lycan Hunter,Kelsey Jordan,OverDrive Retail Sales,P10 14 (Oct 14)
Inscribe,10/14/15,,1,6.375,USD,United States of America,,9781620152843,,,,,,0,,,6.375,The River Valley Trilogy,Tess Thompson,OverDrive Retail Sales,P10 14 (Oct 14)
Inscribe,10/14/15,,1,2.975,USD,United States of America,,9781620153772,,,,,,0,,,2.975,Unfinished Business,Carolyn Ridder Aspenson,OverDrive Retail Sales,P10 14 (Oct 14)
Inscribe,10/14/15,,2,5.95,USD,United States of America,,9781620154878,,,,,,0,,,5.95,Binding Agreement,Pam McKenna,OverDrive Retail Sales,P10 14 (Oct 14)
Inscribe,10/14/15,,1,2.975,USD,United States of America,,9781620154779,,,,,,0,,,2.975,Faking It,Pam McKenna,OverDrive Retail Sales,P10 14 (Oct 14)
Inscribe,10/14/15,,2,5.95,USD,United States of America,,9781620154991,,,,,,0,,,5.95,Photo Play,Pam McKenna,OverDrive Retail Sales,P10 14 (Oct 14)
Inscribe,9/1/14,,1,3.859,USD,United States of America,,9781620153772,,,,,,6.99,,,3.859,Unfinished Business,Carolyn Ridder Aspenson,3M Retail Sales,P09 14 (Sep 14)
Inscribe,9/1/14,,1,3.859,USD,Canada,,9781620154069,,,,,,6.99,,,3.859,Waiting for You,Heather Huffman,3M Retail Sales CAN,P09 14 (Sep 14)
Inscribe,9/1/14,,1,3.859,USD,United States of America,,9781620153840,,,,,,6.99,,,3.859,Autumn Getaway,Jennifer Gracen,3M Retail Sales USA,P09 14 (Sep 14)
Inscribe,9/1/14,,1,2.55,USD,United States of America,,9781620152867,,,,,,0,,,2.55,Arachnid,Christopher Turkel,OverDrive Retail Sales,P09 14 (Sep 14)
Inscribe,9/1/14,,3,8.925,USD,United States of America,,9781620154182,,,,,,0,,,8.925,Arielle Immortal Passion,Lilian Roberts,OverDrive Retail Sales,P09 14 (Sep 14)
Inscribe,9/1/14,,1,2.975,USD,United States of America,,9781620153840,,,,,,0,,,2.975,Autumn Getaway,Jennifer Gracen,OverDrive Retail Sales,P09 14 (Sep 14)
Inscribe,9/1/14,,1,2.55,USD,United States of America,,9781620153741,,,,,,0,,,2.55,Biking Uphill,Arleen Williams,OverDrive Retail Sales,P09 14 (Sep 14)
Inscribe,9/1/14,,2,2.55,USD,United States of America,,9781620153345,,,,,,0,,,2.55,Cold Company,A.J. Aalto,OverDrive Retail Sales,P09 14 (Sep 14)
Inscribe,9/1/14,,1,2.975,USD,United States of America,,9781620154205,,,,,,0,,,2.975,Deadly Secrets,Angel Sefer,OverDrive Retail Sales,P09 14 (Sep 14)
Inscribe,9/1/14,,2,5.1,USD,United States of America,,9781620151006,,,,,,0,,,5.1,Death Rejoices,A.J. Aalto,OverDrive Retail Sales,P09 14 (Sep 14)
Inscribe,9/1/14,,2,2.55,USD,United States of America,,9781620153161,,,,,,0,,,2.55,Dirt Nap,A.J. Aalto,OverDrive Retail Sales,P09 14 (Sep 14)
Inscribe,9/1/14,,1,2.975,USD,United States of America,,9781620153857,,,,,,0,,,2.975,Emerald Destiny,Allie Burke,OverDrive Retail Sales,P09 14 (Sep 14)
Inscribe,9/1/14,,2,5.95,USD,United States of America,,9781620153796,,,,,,0,,,5.95,Enlightened,A.L. Waddington,OverDrive Retail Sales,P09 14 (Sep 14)
