Source Table Name,Start Date,End Date,Quantity,Royalty,Currency (use),Country,BN Identifier,epub ISBN,Paperback ISBN,Apple Identifier,ASIN,KDP - Royalty Type,KDP - Transaction Type,List Price [multi-ccy],ISBN Hardcover (use),Unit revenue,Revenue [USD],Title,Author
KDP,5/1/15,5/31/15,3,4.04426169,USD,US,,,,,B00K6PQW9M,N/A,KU/KOLL Units,N/A,,,4.04426169,Deadly Secrets,Angel Sefer
KDP,5/1/15,5/31/15,1,1.32,USD,US,,,,,B00K7MET62,35%,Standard,3.76,,,1.32,Winter Hopes,Jennifer Gracen
KDP,5/1/15,5/31/15,268,734.21,USD,US,,,,,B00K7MET62,70%,Standard,3.99,,,734.21,Winter Hopes,Jennifer Gracen
KDP,5/1/15,5/31/15,3,10.38,USD,US,,,,,B00K8BNH9M,70%,Standard,4.99,,,10.38,The Stories We Don't Tell,Melissa Thayer
KDP,5/1/15,5/31/15,2,5.48,USD,US,,,,,B00KC5O5HW,70%,Standard,3.99,,,5.48,Between Heartbreak and Happiness,SÃ¡rka-Jonae Miller
KDP,5/1/15,5/31/15,3,4.04426169,USD,US,,,,,B00KC5O5HW,N/A,KU/KOLL Units,N/A,,,4.04426169,Between Heartbreak and Happiness,SÃ¡rka-Jonae Miller
KDP,5/1/15,5/31/15,19,65.04,USD,US,,,,,B00KDO7X3A,70%,Standard,4.99,,,65.04,What Echoes Render,Tamsen Schultz
KDP,5/1/15,5/31/15,1,2.28,USD,US,,,,,B00KMFBCVE,70%,Standard,3.31,,,2.28,Emerald Destiny,Allie Burke
KDP,5/1/15,5/31/15,1,3.44,USD,US,,,,,B00KMNG5UY,70%,Standard,4.99,,,3.44,Arielle Immortal Passion,Lilian Roberts
KDP,5/1/15,5/31/15,11,14.82895953,USD,US,,,,,B00KMNG5UY,N/A,KU/KOLL Units,N/A,,,14.82895953,Arielle Immortal Passion,Lilian Roberts
KDP,5/1/15,5/31/15,4,10.96,USD,US,,,,,B00KQ2FZOI,70%,Standard,3.99,,,10.96,The Duel for Consuelo,Claudia H. Long
KDP,5/1/15,5/31/15,1009,357.35,USD,US,,,,,B00KQ5E6I6,35%,Standard,1,,,357.35,The Lycan Hunter,Kelsey Jordan
KDP,5/1/15,5/31/15,92,230.94,USD,US,,,,,B00KQ5E6I6,70%,Standard,3.99,,,230.94,The Lycan Hunter,Kelsey Jordan
KDP,5/1/15,5/31/15,9,30.96,USD,US,,,,,B00KVT8F7A,70%,Standard,4.99,,,30.96,Arielle Immortal Quickening,Lilian Roberts
KDP,5/1/15,5/31/15,12,16.17704676,USD,US,,,,,B00KVT8F7A,N/A,KU/KOLL Units,N/A,,,16.17704676,Arielle Immortal Quickening,Lilian Roberts
KDP,5/1/15,5/31/15,1,1.34808723,USD,US,,,,,B00KVT94AM,N/A,KU/KOLL Units,N/A,,,1.34808723,The Button Legacy: Emilyâ€™s Inheritance,Ginger Marcinkowski
KDP,5/1/15,5/31/15,3,6.12,USD,US,,,,,B00KZQ2N6S,70%,Standard,2.99,,,6.12,Spirit Warriors: The Scarring,D.E.L. Connor
KDP,5/1/15,5/31/15,1,2.76,USD,US,,,,,B00L1QGSOE,70%,Standard,3.99,,,2.76,Amber Passion,Allie Burke
KDP,5/1/15,5/31/15,3,6.12,USD,US,,,,,B00L3J9WCO,70%,Standard,2.99,,,6.12,Six Strings,Jen Sanya Williamson
KDP,5/1/15,5/31/15,1,1.05,USD,US,,,,,B00LC9137C,35%,Standard,2.99,,,1.05,Blue Midnight,Tess Thompson
KDP,5/1/15,5/31/15,88,179.51,USD,US,,,,,B00LC9137C,70%,Standard,2.99,,,179.51,Blue Midnight,Tess Thompson
KDP,5/1/15,5/31/15,1,1.34808723,USD,US,,,,,B00LCIFIHE,N/A,KU/KOLL Units,N/A,,,1.34808723,Binding Agreement,Pam McKenna
KDP,5/1/15,5/31/15,1,1.34808723,USD,US,,,,,B00LF14TS2,N/A,KU/KOLL Units,N/A,,,1.34808723,Faking It,Pam McKenna
KDP,5/1/15,5/31/15,1,1.34808723,USD,US,,,,,B00LF1VTHQ,N/A,KU/KOLL Units,N/A,,,1.34808723,Photo Play,Pam McKenna
KDP,5/1/15,5/31/15,1,2.05,USD,US,,,,,B00LJ4YG8S,70%,Standard,2.99,,,2.05,"Jacob, King of Portalia",Casey Clubb
KDP,5/1/15,5/31/15,2,2.69617446,USD,US,,,,,B00LJ4YG8S,N/A,KU/KOLL Units,N/A,,,2.69617446,"Jacob, King of Portalia",Casey Clubb
KDP,5/1/15,5/31/15,2,5.5,USD,US,,,,,B00LP8YUBQ,70%,Standard,3.99,,,5.5,Magnus Opum,Jonathan Gould
KDP,5/1/15,5/31/15,1,1.34808723,USD,US,,,,,B00LP8YUBQ,N/A,KU/KOLL Units,N/A,,,1.34808723,Magnus Opum,Jonathan Gould
KDP,5/1/15,5/31/15,1,1.75,USD,US,,,,,B00LQU6QV0,35%,Standard,4.99,,,1.75,Zeus Is Dead: A Monstrously Inconvenient Adventure,Michael G. Munz
KDP,5/1/15,5/31/15,171,581.93,USD,US,,,,,B00LQU6QV0,70%,Standard,4.98,,,581.93,Zeus Is Dead: A Monstrously Inconvenient Adventure,Michael G. Munz
KDP,5/1/15,5/31/15,1,0,USD,US,,,,,B00LQU6QV0,70% - promo,Kindle MatchBook,4.99,,,0,Zeus Is Dead: A Monstrously Inconvenient Adventure,Michael G. Munz
KDP,5/1/15,5/31/15,5,17.2,USD,US,,,,,B00LTNYID2,70%,Standard,4.99,,,17.2,Arielle Immortal Journey,Lilian Roberts
KDP,5/1/15,5/31/15,16,21.56939568,USD,US,,,,,B00LTNYID2,N/A,KU/KOLL Units,N/A,,,21.56939568,Arielle Immortal Journey,Lilian Roberts
KDP,5/1/15,5/31/15,1,0.35,USD,US,,,,,B00LTNYID2,35% - promo,Kindle Countdown Deals,4.99,,,0.35,Arielle Immortal Journey,Lilian Roberts
KDP,5/1/15,5/31/15,82,52.48,USD,US,,,,,B00LTNYID2,70% - promo,Kindle Countdown Deals,4.99,,,52.48,Arielle Immortal Journey,Lilian Roberts
KDP,5/1/15,5/31/15,2,1.75,USD,US,,,,,B00LU8OI5Y,35%,Standard,2.49,,,1.75,What I Really Learned In College,Addison Winters
KDP,5/1/15,5/31/15,2,5.48,USD,US,,,,,B00LU8OI5Y,70%,Standard,3.99,,,5.48,What I Really Learned In College,Addison Winters
KDP,5/1/15,5/31/15,5,27.35,USD,US,,,,,B00LUVALUC,70%,Standard,7.99,,,27.35,The Between Boyfriends Collection,SÃ¡rka-Jonae Miller
KDP,5/1/15,5/31/15,7,9.43661061,USD,US,,,,,B00LUVALUC,N/A,KU/KOLL Units,N/A,,,9.43661061,The Between Boyfriends Collection,SÃ¡rka-Jonae Miller
KDP,5/1/15,5/31/15,3203,0,USD,US,,,,,B00LUVALUC,N/A,Free - Promotion,7.98,,,0,The Between Boyfriends Collection,SÃ¡rka-Jonae Miller
KDP,5/1/15,5/31/15,4,24.68,USD,US,,,,,B00LVQMO38,70%,Standard,8.99,,,24.68,The Immortal Rapture Collection,Lilian Roberts
KDP,5/1/15,5/31/15,1,2.04,USD,US,,,,,B00M0BWB04,70%,Standard,2.99,,,2.04,When Fully Fused,Shari J. Ryan
KDP,5/1/15,5/31/15,3,4.04426169,USD,US,,,,,B00M0BWB04,N/A,KU/KOLL Units,N/A,,,4.04426169,When Fully Fused,Shari J. Ryan
KDP,5/1/15,5/31/15,83,29.05,USD,US,,,,,B00M3AVGDA,35%,Standard,0.99,,,29.05,Dangled Carat,Hilary Grossman
KDP,5/1/15,5/31/15,110,379.52,USD,US,,,,,B00M3AVGDA,70%,Standard,4.99,,,379.52,Dangled Carat,Hilary Grossman
KDP,5/1/15,5/31/15,3902,1367.66,USD,US,,,,,B00M7VTWRW,35%,Standard,0.99,,,1367.66,Harm None,Will North
KDP,5/1/15,5/31/15,150,701.09,USD,US,,,,,B00M7VTWRW,70%,Standard,6.98,,,701.09,Harm None,Will North
KDP,5/1/15,5/31/15,1,0,USD,US,,,,,B00M7VTWRW,35% - promo,Kindle MatchBook,0.99,,,0,Harm None,Will North
KDP,5/1/15,5/31/15,13,26.85,USD,US,,,,,B00MEZ1P80,70%,Standard,3.03,,,26.85,How To Un-Marry a Millionaire,Billie Morton
KDP,5/1/15,5/31/15,2,6.88,USD,US,,,,,B00MNTO5N4,70%,Standard,4.99,,,6.88,Grace in Community: Real Life Grace from the Book of 1 John,Jim McNeely III
KDP,5/1/15,5/31/15,2,11,USD,US,,,,,B00MT7VZ4W,70%,Standard,7.99,,,11,My Fluorescent God,Joe Guppy
KDP,5/1/15,5/31/15,3,4.04426169,USD,US,,,,,B00MW1BRNY,N/A,KU/KOLL Units,N/A,,,4.04426169,The Position,Dahlia Salvatore
KDP,5/1/15,5/31/15,3,4.12,USD,US,,,,,B00MX3QNFI,35%,Standard,3.92,,,4.12,Spring Shadows,Jennifer Gracen
KDP,5/1/15,5/31/15,276,755.67,USD,US,,,,,B00MX3QNFI,70%,Standard,3.99,,,755.67,Spring Shadows,Jennifer Gracen
KDP,5/1/15,5/31/15,3,1.05,USD,US,,,,,B00MXS73SO,35%,Standard,0.99,,,1.05,The Lost Eyes,Elise Stephens
KDP,5/1/15,5/31/15,1,2.04,USD,US,,,,,B00N32OF8A,70%,Standard,2.99,,,2.04,Serpent on a Cross,Wendy C. Garfinkle
KDP,5/1/15,5/31/15,1,4.14,USD,US,,,,,B00N4ZUM4W,70%,Standard,5.99,,,4.14,Bound To Be Pleasured,Pam McKenna
KDP,5/1/15,5/31/15,1440,504,USD,US,,,,,B00N63NAKK,35%,Standard,0.99,,,504,Waiting,Bonnie Dodge
KDP,5/1/15,5/31/15,136,459.47,USD,US,,,,,B00N63NAKK,70%,Standard,4.99,,,459.47,Waiting,Bonnie Dodge
KDP,5/1/15,5/31/15,10,27.4,USD,US,,,,,B00N640F1Q,70%,Standard,3.99,,,27.4,Flirting With Magick,Leigh Bennett
KDP,5/1/15,5/31/15,18,24.26557014,USD,US,,,,,B00N640F1Q,N/A,KU/KOLL Units,N/A,,,24.26557014,Flirting With Magick,Leigh Bennett
KDP,5/1/15,5/31/15,1,1.34808723,USD,US,,,,,B00N6UFXR6,N/A,KU/KOLL Units,N/A,,,1.34808723,The Paragraph Ranch,Kay Ellington
KDP,5/1/15,5/31/15,6,16.44,USD,US,,,,,B00N98RRXS,70%,Standard,3.99,,,16.44,Saving Jason,E.J. Hanagan
KDP,5/1/15,5/31/15,5,13.65,USD,US,,,,,B00NAHR1TS,70%,Standard,3.99,,,13.65,Vacation,JC Miller
KDP,5/1/15,5/31/15,5,6.74043615,USD,US,,,,,B00NAHR1TS,N/A,KU/KOLL Units,N/A,,,6.74043615,Vacation,JC Miller
KDP,5/1/15,5/31/15,1,2.72,USD,US,,,,,B00NAJQ4TE,70%,Standard,3.99,,,2.72,Boston O'Neill,Jim Owen
KDP,5/1/15,5/31/15,1,3.44,USD,US,,,,,B00NAX3BE6,70%,Standard,4.99,,,3.44,Living by Ear,Mary Rowen
KDP,5/1/15,5/31/15,1,1.34808723,USD,US,,,,,B00NAX3BE6,N/A,KU/KOLL Units,N/A,,,1.34808723,Living by Ear,Mary Rowen
KDP,5/1/15,5/31/15,7,19.32,USD,US,,,,,B00NG5ID4Q,70%,Standard,3.99,,,19.32,Paper Souls,Allie Burke
KDP,5/1/15,5/31/15,0,0,USD,US,,,,,B00NJ6DO2S,70%,Standard,6.99,,,0,Double Album: Two Novels,Mary Rowen
KDP,5/1/15,5/31/15,1,1.34808723,USD,US,,,,,B00NSB4086,N/A,KU/KOLL Units,N/A,,,1.34808723,Believing in Bigfoot,JC Miller
KDP,5/1/15,5/31/15,7,24.08,USD,US,,,,,B00NSD10UA,70%,Standard,4.99,,,24.08,Arielle Immortal Fury,Lilian Roberts
KDP,5/1/15,5/31/15,7,9.43661061,USD,US,,,,,B00NSD10UA,N/A,KU/KOLL Units,N/A,,,9.43661061,Arielle Immortal Fury,Lilian Roberts
KDP,5/1/15,5/31/15,6,2.1,USD,US,,,,,B00NUHIN04,35%,Standard,0.99,,,2.1,Tripped Up Love,Julie Farley
KDP,5/1/15,5/31/15,2,5.07,USD,US,,,,,B00NUHIN04,70%,Standard,3.84,,,5.07,Tripped Up Love,Julie Farley
KDP,5/1/15,5/31/15,19,25.61365737,USD,US,,,,,B00NUHIN04,N/A,KU/KOLL Units,N/A,,,25.61365737,Tripped Up Love,Julie Farley
KDP,5/1/15,5/31/15,6,20.76,USD,US,,,,,B00NUU4ABM,70%,Standard,4.99,,,20.76,Broken Pieces,Rachel Thompson
KDP,5/1/15,5/31/15,10,13.4808723,USD,US,,,,,B00NUU4ABM,N/A,KU/KOLL Units,N/A,,,13.4808723,Broken Pieces,Rachel Thompson
KDP,5/1/15,5/31/15,1,0,USD,US,,,,,B00NUU4ABM,70% - promo,Kindle MatchBook,4.99,,,0,Broken Pieces,Rachel Thompson
KDP,5/1/15,5/31/15,15,10.16,USD,US,,,,,B00NYO2IQI,35%,Standard,1.92,,,10.16,TAG,Shari J. Ryan
KDP,5/1/15,5/31/15,3,8.22,USD,US,,,,,B00NYO2IQI,70%,Standard,3.99,,,8.22,TAG,Shari J. Ryan
KDP,5/1/15,5/31/15,127,171.2070782,USD,US,,,,,B00NYO2IQI,N/A,KU/KOLL Units,N/A,,,171.2070782,TAG,Shari J. Ryan
KDP,5/1/15,5/31/15,2,0.7,USD,US,,,,,B00O166D4Q,35%,Standard,0.99,,,0.7,The Music Book,Dave O'Leary
KDP,5/1/15,5/31/15,23,46.66,USD,US,,,,,B00O17NPNM,70%,Standard,3,,,46.66,My Kaleidoscope,Shari J. Ryan
KDP,5/1/15,5/31/15,28,37.74644244,USD,US,,,,,B00O17NPNM,N/A,KU/KOLL Units,N/A,,,37.74644244,My Kaleidoscope,Shari J. Ryan
KDP,5/1/15,5/31/15,19,51.48,USD,US,,,,,B00O5J3QV2,70%,Standard,3.95,,,51.48,All The Pretty Bones,Camela Thompson
KDP,5/1/15,5/31/15,35,47.18305305,USD,US,,,,,B00O5J3QV2,N/A,KU/KOLL Units,N/A,,,47.18305305,All The Pretty Bones,Camela Thompson
KDP,5/1/15,5/31/15,8,21.92,USD,US,,,,,B00O5K8GXO,70%,Standard,3.99,,,21.92,Fugitives,Terry Persun
KDP,5/1/15,5/31/15,1,0.35,USD,US,,,,,B00OAUA5XS,35%,Standard,0.99,,,0.35,That's a Promise,Victoria Klahr
KDP,5/1/15,5/31/15,8,10.78469784,USD,US,,,,,B00OAUA5XS,N/A,KU/KOLL Units,N/A,,,10.78469784,That's a Promise,Victoria Klahr
KDP,5/1/15,5/31/15,6,12.3,USD,US,,,,,B00OAUXRW4,70%,Standard,2.99,,,12.3,The Green Dagger,Kelly Hess
KDP,5/1/15,5/31/15,20,7,USD,US,,,,,B00OBT8S1Y,35%,Standard,0.99,,,7,The Inn at Laurel Creek,Carolyn Ridder Aspenson
KDP,5/1/15,5/31/15,2,2.69617446,USD,US,,,,,B00OBT8S1Y,N/A,KU/KOLL Units,N/A,,,2.69617446,The Inn at Laurel Creek,Carolyn Ridder Aspenson
KDP,5/1/15,5/31/15,9,24.75,USD,US,,,,,B00OCZDN3U,70%,Standard,3.99,,,24.75,The New Ever After,Julie Farley
KDP,5/1/15,5/31/15,14,18.87322122,USD,US,,,,,B00OCZDN3U,N/A,KU/KOLL Units,N/A,,,18.87322122,The New Ever After,Julie Farley
KDP,5/1/15,5/31/15,8,21.98,USD,US,,,,,B00ODFEWIY,70%,Standard,4,,,21.98,Ruby's Letters,Maggie Van Well
KDP,5/1/15,5/31/15,143,52.12,USD,US,,,,,B00OGQII9E,35%,Standard,1.03,,,52.12,How do you Know?,Meredith Schorr
KDP,5/1/15,5/31/15,101,208.75,USD,US,,,,,B00OGQII9E,70%,Standard,3.78,,,208.75,How do you Know?,Meredith Schorr
KDP,5/1/15,5/31/15,103,36.75,USD,US,,,,,B00OJQHRHA,35%,Standard,1.01,,,36.75,Heart of a Rocky,Kelsey Jordan
KDP,5/1/15,5/31/15,27,48.41,USD,US,,,,,B00OJQHRHA,70%,Standard,2.99,,,48.41,Heart of a Rocky,Kelsey Jordan
KDP,5/1/15,5/31/15,11,15.46,USD,US,,,,,B00OL67G1K,35%,Standard,4.01,,,15.46,My Fair Lily,Meara Platt
KDP,5/1/15,5/31/15,465,1267.63,USD,US,,,,,B00OL67G1K,70%,Standard,3.99,,,1267.63,My Fair Lily,Meara Platt
KDP,5/1/15,5/31/15,43,117.39,USD,US,,,,,B00OL7XEZQ,70%,Standard,3.99,,,117.39,The Old Cape Teapot,Barbara Eppich Struna
KDP,5/1/15,5/31/15,1,0,USD,US,,,,,B00OL7XEZQ,70% - promo,Kindle MatchBook,3.99,,,0,The Old Cape Teapot,Barbara Eppich Struna
KDP,5/1/15,5/31/15,1,0.35,USD,US,,,,,B00OMNR6CQ,35%,Standard,0.99,,,0.35,Is This What I Want?,Patricia Mann
KDP,5/1/15,5/31/15,4,11,USD,US,,,,,B00OMNR6CQ,70%,Standard,3.99,,,11,Is This What I Want?,Patricia Mann
KDP,5/1/15,5/31/15,11,14.82895953,USD,US,,,,,B00OMNR6CQ,N/A,KU/KOLL Units,N/A,,,14.82895953,Is This What I Want?,Patricia Mann
KDP,5/1/15,5/31/15,10,27.4,USD,US,,,,,B00OPT3PV8,70%,Standard,3.99,,,27.4,Perception,A.L. Waddington
KDP,5/1/15,5/31/15,2,6.84,USD,US,,,,,B00OVGJKIW,70%,Standard,4.99,,,6.84,Return To Sender,Mindy S. Halleck
KDP,5/1/15,5/31/15,9,24.75,USD,US,,,,,B00OVHXZHI,70%,Standard,3.99,,,24.75,The Heiress of Santorini,Angel Sefer
KDP,5/1/15,5/31/15,6,8.08852338,USD,US,,,,,B00OVHXZHI,N/A,KU/KOLL Units,N/A,,,8.08852338,The Heiress of Santorini,Angel Sefer
KDP,5/1/15,5/31/15,1,4.84,USD,US,,,,,B00OYR01TU,70%,Standard,6.99,,,4.84,OFFSIDE: A Mystery,William P. Barrett
KDP,5/1/15,5/31/15,8,16.48,USD,US,,,,,B00OZ7I21I,70%,Standard,2.99,,,16.48,Veronika Layne Gets the Scoop,Julia Park Tracey
KDP,5/1/15,5/31/15,3,4.04426169,USD,US,,,,,B00OZ7I21I,N/A,KU/KOLL Units,N/A,,,4.04426169,Veronika Layne Gets the Scoop,Julia Park Tracey
KDP,5/1/15,5/31/15,4,5.39234892,USD,US,,,,,B00P3DZ6JY,N/A,KU/KOLL Units,N/A,,,5.39234892,Waiting on Justin,Lucy H. Delaney
KDP,5/1/15,5/31/15,1,0,USD,US,,,,,B00P3DZ6JY,70% - promo,Kindle MatchBook,3.99,,,0,Waiting on Justin,Lucy H. Delaney
KDP,5/1/15,5/31/15,1,1.05,USD,US,,,,,B00P9T8Q3K,35%,Standard,2.99,,,1.05,Swimming Home,Ruth Mancini
KDP,5/1/15,5/31/15,29,59.37,USD,US,,,,,B00P9T8Q3K,70%,Standard,3,,,59.37,Swimming Home,Ruth Mancini
KDP,5/1/15,5/31/15,34,45.83496582,USD,US,,,,,B00P9T8Q3K,N/A,KU/KOLL Units,N/A,,,45.83496582,Swimming Home,Ruth Mancini
KDP,5/1/15,5/31/15,1,0.64,USD,US,,,,,B00P9T8Q3K,70% - promo,Kindle Countdown Deals,2.99,,,0.64,Swimming Home,Ruth Mancini
KDP,5/1/15,5/31/15,10,27.5,USD,US,,,,,B00PGSM1IA,70%,Standard,3.99,,,27.5,Another Tomorrow,Julie Farley
KDP,5/1/15,5/31/15,14,18.87322122,USD,US,,,,,B00PGSM1IA,N/A,KU/KOLL Units,N/A,,,18.87322122,Another Tomorrow,Julie Farley
KDP,5/1/15,5/31/15,1,2.75,USD,US,,,,,B00PGUMLB0,70%,Standard,3.99,,,2.75,The Soul Thief,Majanka Verstraete
KDP,5/1/15,5/31/15,1,0.35,USD,US,,,,,B00PL93JRG,35%,Standard,0.99,,,0.35,Vivid,Andrea Murray
KDP,5/1/15,5/31/15,1,4.1,USD,US,,,,,B00PLEOTES,70%,Standard,5.99,,,4.1,The Swimming Upstream Collection,Ruth Mancini
KDP,5/1/15,5/31/15,4,5.39234892,USD,US,,,,,B00PLEOTES,N/A,KU/KOLL Units,N/A,,,5.39234892,The Swimming Upstream Collection,Ruth Mancini
KDP,5/1/15,5/31/15,3,4.04426169,USD,US,,,,,B00PM1HHSK,N/A,KU/KOLL Units,N/A,,,4.04426169,Starting From Lost,S.K. Wills
KDP,5/1/15,5/31/15,1,0.35,USD,US,,,,,B00PM6556G,35%,Standard,0.99,,,0.35,The Passion Thief,Anne McCarthy Strauss
KDP,5/1/15,5/31/15,3,8.19,USD,US,,,,,B00PM6556G,70%,Standard,3.99,,,8.19,The Passion Thief,Anne McCarthy Strauss
KDP,5/1/15,5/31/15,15,20.22130845,USD,US,,,,,B00PM6556G,N/A,KU/KOLL Units,N/A,,,20.22130845,The Passion Thief,Anne McCarthy Strauss
KDP,5/1/15,5/31/15,9,3.15,USD,US,,,,,B00PRCXHCY,35%,Standard,0.99,,,3.15,Ghosts,Heather Huffman
KDP,5/1/15,5/31/15,5,13.65,USD,US,,,,,B00PRGW0AA,70%,Standard,3.99,,,13.65,Learning to Float: Memoir of a Caregiver-Husband,Allan Ament
KDP,5/1/15,5/31/15,16,43.97,USD,US,,,,,B00Q7CP1A4,70%,Standard,4,,,43.97,Dead Girl Walking,Ruth Silver
KDP,5/1/15,5/31/15,3,14.52,USD,US,,,,,B00Q7TSV7W,70%,Standard,6.99,,,14.52,Ride of Your Life: A Coast-to-Coast Guide to Finding Inner Peace,Ran Zilca
KDP,5/1/15,5/31/15,1,1.34808723,USD,US,,,,,B00Q7TSV7W,N/A,KU/KOLL Units,N/A,,,1.34808723,Ride of Your Life: A Coast-to-Coast Guide to Finding Inner Peace,Ran Zilca
KDP,5/1/15,5/31/15,2,12.4,USD,US,,,,,B00QCD2SAY,70%,Standard,8.99,,,12.4,The New Ever After Collection,Julie Farley
KDP,5/1/15,5/31/15,2,6.72,USD,US,,,,,B00QNL6XPQ,70%,Standard,4.99,,,6.72,The Gatekeeperâ€™s Forbidden Secret,Penelope A. Brown
KDP,5/1/15,5/31/15,1,3.46,USD,US,,,,,B00QNM65CQ,70%,Standard,4.99,,,3.46,Orenda,Ruth Silver
KDP,5/1/15,5/31/15,52,0,USD,US,,,,,B00QNM65CQ,N/A,Free - Price Match,4.97,,,0,Orenda,Ruth Silver
KDP,5/1/15,5/31/15,3,10.05,USD,US,,,,,B00QS6KDWA,70%,Standard,5.01,,,10.05,Blended for Love: A Box-set of Four Full-length Books by Four Best-selling Authors,Shari J. Ryan
KDP,5/1/15,5/31/15,7,19.2,USD,US,,,,,B00QU4BBAI,70%,Standard,3.99,,,19.2,Trigger,Jill Meengs
KDP,5/1/15,5/31/15,69,93.01801887,USD,US,,,,,B00QU4BBAI,N/A,KU/KOLL Units,N/A,,,93.01801887,Trigger,Jill Meengs
KDP,5/1/15,5/31/15,13,5.6,USD,US,,,,,B00QVTWR3M,35%,Standard,1.22,,,5.6,Rules for the Perpetual Diet: A Novel,K. S. R. Burns
KDP,5/1/15,5/31/15,14,33.66,USD,US,,,,,B00QVTWR3M,70%,Standard,3.51,,,33.66,Rules for the Perpetual Diet: A Novel,K. S. R. Burns
KDP,5/1/15,5/31/15,10,26.89,USD,US,,,,,B00R56FJ44,70%,Standard,3.94,,,26.89,A Shadow in the Flames,Michael G. Munz
KDP,5/1/15,5/31/15,45,123.75,USD,US,,,,,B00R56FZNE,70%,Standard,3.99,,,123.75,Chasing Ravens,Jessica E. Paige
KDP,5/1/15,5/31/15,5,10.25,USD,US,,,,,B00R7GHNS2,70%,Standard,2.99,,,10.25,If I Say No,Brandy Jellum
KDP,5/1/15,5/31/15,2,6.88,USD,US,,,,,B00RB8FLZS,70%,Standard,4.99,,,6.88,Bloodletting,William D. Prystauk
KDP,5/1/15,5/31/15,3,10.29,USD,US,,,,,B00RDK3FA2,70%,Standard,4.99,,,10.29,"Last Stop, The Twilight Zone: The Biography of Rod Serling",Joel Engel
KDP,5/1/15,5/31/15,1,3.44,USD,US,,,,,B00RED6FM8,70%,Standard,4.99,,,3.44,Rainbow Curve,Michael Boylan
KDP,5/1/15,5/31/15,1,3.44,USD,US,,,,,B00REQVNW2,70%,Standard,4.99,,,3.44,Blood & Spirits,Dennis Sharpe
KDP,5/1/15,5/31/15,1,0.35,USD,US,,,,,B00REQVY7G,35%,Standard,0.99,,,0.35,The Guide,Kenneth G. Bennett
KDP,5/1/15,5/31/15,817,289.02,USD,US,,,,,B00RPH6TBK,35%,Standard,1,,,289.02,Summer Champagne,Jennifer Gracen
KDP,5/1/15,5/31/15,202,522.28,USD,US,,,,,B00RPH6TBK,70%,Standard,3.9,,,522.28,Summer Champagne,Jennifer Gracen
KDP,5/1/15,5/31/15,5,0,USD,US,,,,,B00RPH6TBK,N/A,Free - Price Match,3.83,,,0,Summer Champagne,Jennifer Gracen
KDP,5/1/15,5/31/15,1,0,USD,US,,,,,B00RPH6TBK,70% - promo,Kindle MatchBook,3.99,,,0,Summer Champagne,Jennifer Gracen
KDP,5/1/15,5/31/15,212,74.2,USD,US,,,,,B00RY8P2Y0,35%,Standard,0.99,,,74.2,Uncharted Territory,Carolyn Ridder Aspenson
KDP,5/1/15,5/31/15,41,147.63,USD,US,,,,,B00RY8P2Y0,70%,Standard,5.41,,,147.63,Uncharted Territory,Carolyn Ridder Aspenson
KDP,5/1/15,5/31/15,1,3.46,USD,US,,,,,B00S0APRI2,70%,Standard,4.99,,,3.46,The Mancode: Exposed,Rachel Thompson
KDP,5/1/15,5/31/15,2,2.69617446,USD,US,,,,,B00S0APRI2,N/A,KU/KOLL Units,N/A,,,2.69617446,The Mancode: Exposed,Rachel Thompson
KDP,5/1/15,5/31/15,1,1.34808723,USD,US,,,,,B00S0APRL4,N/A,KU/KOLL Units,N/A,,,1.34808723,A Walk in the Snark,Rachel Thompson
KDP,5/1/15,5/31/15,7,14.44,USD,US,,,,,B00S0F7U46,70%,Standard,3.01,,,14.44,Seven Weeks to Forever,Jennifer Farwell
KDP,5/1/15,5/31/15,10,13.4808723,USD,US,,,,,B00S0F7U46,N/A,KU/KOLL Units,N/A,,,13.4808723,Seven Weeks to Forever,Jennifer Farwell
KDP,5/1/15,5/31/15,15,52.05,USD,US,,,,,B00S7R7BWI,70%,Standard,4.99,,,52.05,Broken Places,Rachel Thompson
KDP,5/1/15,5/31/15,16,21.56939568,USD,US,,,,,B00S7R7BWI,N/A,KU/KOLL Units,N/A,,,21.56939568,Broken Places,Rachel Thompson
KDP,5/1/15,5/31/15,1,2.05,USD,US,,,,,B00S98RT4K,70%,Standard,2.99,,,2.05,Dealing with Devils,Pembroke Sinclair
KDP,5/1/15,5/31/15,1,0.35,USD,US,,,,,B00S99ADQ0,35%,Standard,0.99,,,0.35,Destroyer of Worlds,Dennis Sharpe
KDP,5/1/15,5/31/15,450,157.5,USD,US,,,,,B00S99Y2DK,35%,Standard,0.99,,,157.5,The Frailty of Things,Tamsen Schultz
KDP,5/1/15,5/31/15,33,112.19,USD,US,,,,,B00S99Y2DK,70%,Standard,5.99,,,112.19,The Frailty of Things,Tamsen Schultz
KDP,5/1/15,5/31/15,24,8.4,USD,US,,,,,B00SIQDAX2,35%,Standard,0.99,,,8.4,OP-DEC: Operation Deceit,K. Williams
KDP,5/1/15,5/31/15,1,3.44,USD,US,,,,,B00SUWJ5FQ,70%,Standard,4.99,,,3.44,Earth,Caroline Allen
KDP,5/1/15,5/31/15,1,1.34808723,USD,US,,,,,B00SUWJ5FQ,N/A,KU/KOLL Units,N/A,,,1.34808723,Earth,Caroline Allen
