Source Table Name,Start Date,End Date,Quantity,Royalty,Currency (use),Country,BN Identifier,epub ISBN,Paperback ISBN,Apple Identifier,ASIN,KDP - Royalty Type,KDP - Transaction Type,List Price [multi-ccy],ISBN Hardcover (use),Unit revenue,Revenue [USD],Title,Author
KDP,7/1/15,7/31/15,15,0.08668742,USD,US,,,,,B00JPS6NJA,N/A,Kindle Edition Normalized Pages (KENP) Read,N/A,,,0.09,The Joe Vampire Collection,Steven Luna
KDP,7/1/15,7/31/15,2,4.1,USD,US,,,,,B00JXWYORG,70%,Standard,2.99,,,4.10,If I Say Yes,Brandy Jellum
KDP,7/1/15,7/31/15,4,8.16,USD,US,,,,,B00K08T30U,70%,Standard,2.86,,,8.16,In Starlight,February Grace
KDP,7/1/15,7/31/15,72,194.99,USD,US,,,,,B00K397URO,70%,Standard,3.97,,,194.99,Last Impressions,A.J. Aalto
KDP,7/1/15,7/31/15,32,65.28,USD,US,,,,,B00K398816,70%,Standard,2.99,,,65.28,Fissure Free,Shari J. Ryan
KDP,7/1/15,7/31/15,9605,55.50884815,USD,US,,,,,B00K398816,N/A,Kindle Edition Normalized Pages (KENP) Read,N/A,,,55.51,Fissure Free,Shari J. Ryan
KDP,7/1/15,7/31/15,1,2.74,USD,US,,,,,B00K60SW6S,70%,Standard,3.99,,,2.74,Biking Uphill,Arleen Williams
KDP,7/1/15,7/31/15,3,8.22,USD,US,,,,,B00K6PQW9M,70%,Standard,3.99,,,8.22,Deadly Secrets,Angel Sefer
KDP,7/1/15,7/31/15,2536,14.65595406,USD,US,,,,,B00K6PQW9M,N/A,Kindle Edition Normalized Pages (KENP) Read,N/A,,,14.66,Deadly Secrets,Angel Sefer
KDP,7/1/15,7/31/15,94,257.32,USD,US,,,,,B00K7MET62,70%,Standard,3.99,,,257.32,Winter Hopes,Jennifer Gracen
KDP,7/1/15,7/31/15,4,10.96,USD,US,,,,,B00KC5O5HW,70%,Standard,3.99,,,10.96,Between Heartbreak and Happiness,SÃ¡rka-Jonae Miller
KDP,7/1/15,7/31/15,2951,17.05430616,USD,US,,,,,B00KC5O5HW,N/A,Kindle Edition Normalized Pages (KENP) Read,N/A,,,17.05,Between Heartbreak and Happiness,SÃ¡rka-Jonae Miller
KDP,7/1/15,7/31/15,2686,0,USD,US,,,,,B00KC5O5HW,N/A,Free - Promotion,3.99,,,0.00,Between Heartbreak and Happiness,SÃ¡rka-Jonae Miller
KDP,7/1/15,7/31/15,10,33.56,USD,US,,,,,B00KDO7X3A,70%,Standard,4.9,,,33.56,What Echoes Render,Tamsen Schultz
KDP,7/1/15,7/31/15,2,6.88,USD,US,,,,,B00KMNG5UY,70%,Standard,4.99,,,6.88,Arielle Immortal Passion,Lilian Roberts
KDP,7/1/15,7/31/15,2404,13.89310471,USD,US,,,,,B00KMNG5UY,N/A,Kindle Edition Normalized Pages (KENP) Read,N/A,,,13.89,Arielle Immortal Passion,Lilian Roberts
KDP,7/1/15,7/31/15,2,5.48,USD,US,,,,,B00KQ2FZOI,70%,Standard,3.99,,,5.48,The Duel for Consuelo,Claudia H. Long
KDP,7/1/15,7/31/15,23,61.7,USD,US,,,,,B00KQ5E6I6,70%,Standard,3.97,,,61.70,The Lycan Hunter,Kelsey Jordan
KDP,7/1/15,7/31/15,2,6.88,USD,US,,,,,B00KVT8F7A,70%,Standard,4.99,,,6.88,Arielle Immortal Quickening,Lilian Roberts
KDP,7/1/15,7/31/15,2465,14.24563358,USD,US,,,,,B00KVT8F7A,N/A,Kindle Edition Normalized Pages (KENP) Read,N/A,,,14.25,Arielle Immortal Quickening,Lilian Roberts
KDP,7/1/15,7/31/15,7,14.28,USD,US,,,,,B00KZQ2N6S,70%,Standard,2.99,,,14.28,Spirit Warriors: The Scarring,D.E.L. Connor
KDP,7/1/15,7/31/15,24,0.13869989,USD,US,,,,,B00LBBM9UQ,N/A,Kindle Edition Normalized Pages (KENP) Read,N/A,,,0.14,The Angela Panther Collection (Books One and Two),Carolyn Ridder Aspenson
KDP,7/1/15,7/31/15,6,2.1,USD,US,,,,,B00LC9137C,35%,Standard,0.99,,,2.10,Blue Midnight,Tess Thompson
KDP,7/1/15,7/31/15,76,154.9,USD,US,,,,,B00LC9137C,70%,Standard,2.99,,,154.90,Blue Midnight,Tess Thompson
KDP,7/1/15,7/31/15,411,2.37523546,USD,US,,,,,B00LCIFIHE,N/A,Kindle Edition Normalized Pages (KENP) Read,N/A,,,2.38,Binding Agreement,Pam McKenna
KDP,7/1/15,7/31/15,138,0.79752431,USD,US,,,,,B00LF14TS2,N/A,Kindle Edition Normalized Pages (KENP) Read,N/A,,,0.80,Faking It,Pam McKenna
KDP,7/1/15,7/31/15,279,1.61238612,USD,US,,,,,B00LJ4YG8S,N/A,Kindle Edition Normalized Pages (KENP) Read,N/A,,,1.61,"Jacob, King of Portalia",Casey Clubb
KDP,7/1/15,7/31/15,1,2.75,USD,US,,,,,B00LP8YUBQ,70%,Standard,3.99,,,2.75,Magnus Opum,Jonathan Gould
KDP,7/1/15,7/31/15,7,12.25,USD,US,,,,,B00LQU6QV0,35%,Standard,4.99,,,12.25,Zeus Is Dead: A Monstrously Inconvenient Adventure,Michael G. Munz
KDP,7/1/15,7/31/15,395,1344.21,USD,US,,,,,B00LQU6QV0,70%,Standard,4.98,,,1344.21,Zeus Is Dead: A Monstrously Inconvenient Adventure,Michael G. Munz
KDP,7/1/15,7/31/15,3,10.32,USD,US,,,,,B00LTNYID2,70%,Standard,4.99,,,10.32,Arielle Immortal Journey,Lilian Roberts
KDP,7/1/15,7/31/15,2323,13.42499262,USD,US,,,,,B00LTNYID2,N/A,Kindle Edition Normalized Pages (KENP) Read,N/A,,,13.42,Arielle Immortal Journey,Lilian Roberts
KDP,7/1/15,7/31/15,77,0.44499546,USD,US,,,,,B00LUVALUC,N/A,Kindle Edition Normalized Pages (KENP) Read,N/A,,,0.44,The Between Boyfriends Collection,SÃ¡rka-Jonae Miller
KDP,7/1/15,7/31/15,3,18.51,USD,US,,,,,B00LVQMO38,70%,Standard,8.99,,,18.51,The Immortal Rapture Collection,Lilian Roberts
KDP,7/1/15,7/31/15,26,53.04,USD,US,,,,,B00M0BWB04,70%,Standard,2.99,,,53.04,When Fully Fused,Shari J. Ryan
KDP,7/1/15,7/31/15,5552,32.08590578,USD,US,,,,,B00M0BWB04,N/A,Kindle Edition Normalized Pages (KENP) Read,N/A,,,32.09,When Fully Fused,Shari J. Ryan
KDP,7/1/15,7/31/15,1,1.05,USD,US,,,,,B00M3AVGDA,35%,Standard,2.99,,,1.05,Dangled Carat,Hilary Grossman
KDP,7/1/15,7/31/15,14,37.1,USD,US,,,,,B00M3AVGDA,70%,Standard,3.74,,,37.10,Dangled Carat,Hilary Grossman
KDP,7/1/15,7/31/15,2,4.9,USD,US,,,,,B00M7VTWRW,35%,Standard,6.99,,,4.90,Harm None,Will North
KDP,7/1/15,7/31/15,201,967.62,USD,US,,,,,B00M7VTWRW,70%,Standard,6.99,,,967.62,Harm None,Will North
KDP,7/1/15,7/31/15,4,13.72,USD,US,,,,,B00M7WC9YE,70%,Standard,4.99,,,13.72,Under the Squatting Eagle,Dennis Fishel
KDP,7/1/15,7/31/15,1,0,USD,US,,,,,B00M7WC9YE,70% - promo,Kindle MatchBook,4.99,,,0.00,Under the Squatting Eagle,Dennis Fishel
KDP,7/1/15,7/31/15,4,8.21,USD,US,,,,,B00MEZ1P80,70%,Standard,3.01,,,8.21,How To Un-Marry a Millionaire,Billie Morton
KDP,7/1/15,7/31/15,4,13.76,USD,US,,,,,B00MNTO5N4,70%,Standard,4.99,,,13.76,Grace in Community: Real Life Grace from the Book of 1 John,Jim McNeely III
KDP,7/1/15,7/31/15,1,0,USD,US,,,,,B00MNTO5N4,70% - promo,Kindle MatchBook,4.99,,,0.00,Grace in Community: Real Life Grace from the Book of 1 John,Jim McNeely III
KDP,7/1/15,7/31/15,5,27.5,USD,US,,,,,B00MT7VZ4W,70%,Standard,7.99,,,27.50,My Fluorescent God,Joe Guppy
KDP,7/1/15,7/31/15,7,0.04045413,USD,US,,,,,B00MW1BRNY,N/A,Kindle Edition Normalized Pages (KENP) Read,N/A,,,0.04,The Position,Dahlia Salvatore
KDP,7/1/15,7/31/15,98,268.35,USD,US,,,,,B00MX3QNFI,70%,Standard,3.99,,,268.35,Spring Shadows,Jennifer Gracen
KDP,7/1/15,7/31/15,376,2.17296481,USD,US,,,,,B00N4ZUM4W,N/A,Kindle Edition Normalized Pages (KENP) Read,N/A,,,2.17,Bound To Be Pleasured,Pam McKenna
KDP,7/1/15,7/31/15,1,1.41,USD,US,,,,,B00N63NAKK,35%,Standard,4.02,,,1.41,Waiting,Bonnie Dodge
KDP,7/1/15,7/31/15,45,123.17,USD,US,,,,,B00N63NAKK,70%,Standard,3.99,,,123.17,Waiting,Bonnie Dodge
KDP,7/1/15,7/31/15,4,10.84,USD,US,,,,,B00N640F1Q,70%,Standard,3.95,,,10.84,Flirting With Magick,Leigh Bennett
KDP,7/1/15,7/31/15,20040,115.8144004,USD,US,,,,,B00N640F1Q,N/A,Kindle Edition Normalized Pages (KENP) Read,N/A,,,115.81,Flirting With Magick,Leigh Bennett
KDP,7/1/15,7/31/15,2,0.57,USD,US,,,,,B00N640F1Q,35% - promo,Kindle Countdown Deals,3.99,,,0.57,Flirting With Magick,Leigh Bennett
KDP,7/1/15,7/31/15,352,225.28,USD,US,,,,,B00N640F1Q,70% - promo,Kindle Countdown Deals,3.99,,,225.28,Flirting With Magick,Leigh Bennett
KDP,7/1/15,7/31/15,1,2.74,USD,US,,,,,B00N98RRXS,70%,Standard,3.99,,,2.74,Saving Jason,E.J. Hanagan
KDP,7/1/15,7/31/15,1,2.73,USD,US,,,,,B00NAHR1TS,70%,Standard,3.99,,,2.73,Vacation,JC Miller
KDP,7/1/15,7/31/15,4,0.02311665,USD,US,,,,,B00NAHR1TS,N/A,Kindle Edition Normalized Pages (KENP) Read,N/A,,,0.02,Vacation,JC Miller
KDP,7/1/15,7/31/15,4,10.86,USD,US,,,,,B00NG5ID4Q,70%,Standard,3.92,,,10.86,Paper Souls,Allie Burke
KDP,7/1/15,7/31/15,2,6.88,USD,US,,,,,B00NSD10UA,70%,Standard,4.99,,,6.88,Arielle Immortal Fury,Lilian Roberts
KDP,7/1/15,7/31/15,1969,11.37916938,USD,US,,,,,B00NSD10UA,N/A,Kindle Edition Normalized Pages (KENP) Read,N/A,,,11.38,Arielle Immortal Fury,Lilian Roberts
KDP,7/1/15,7/31/15,20,7,USD,US,,,,,B00NUHIN04,35%,Standard,0.99,,,7.00,Tripped Up Love,Julie Farley
KDP,7/1/15,7/31/15,7,17.15,USD,US,,,,,B00NUHIN04,70%,Standard,2.99,,,17.15,Tripped Up Love,Julie Farley
KDP,7/1/15,7/31/15,13319,76.9726546,USD,US,,,,,B00NUHIN04,N/A,Kindle Edition Normalized Pages (KENP) Read,N/A,,,76.97,Tripped Up Love,Julie Farley
KDP,7/1/15,7/31/15,7,24.22,USD,US,,,,,B00NUU4ABM,70%,Standard,4.99,,,24.22,Broken Pieces,Rachel Thompson
KDP,7/1/15,7/31/15,186,1.07492407,USD,US,,,,,B00NUU4ABM,N/A,Kindle Edition Normalized Pages (KENP) Read,N/A,,,1.07,Broken Pieces,Rachel Thompson
KDP,7/1/15,7/31/15,1423,8.22374708,USD,US,,,,,B00NY5WE0W,N/A,Kindle Edition Normalized Pages (KENP) Read,N/A,,,8.22,Visiting Lilly,Toni Allen
KDP,7/1/15,7/31/15,19,51.82,USD,US,,,,,B00NYO2IQI,70%,Standard,3.97,,,51.82,TAG,Shari J. Ryan
KDP,7/1/15,7/31/15,892,5.15501224,USD,US,,,,,B00NYO2IQI,N/A,Kindle Edition Normalized Pages (KENP) Read,N/A,,,5.16,TAG,Shari J. Ryan
KDP,7/1/15,7/31/15,1,2.04,USD,US,,,,,B00O166D4Q,70%,Standard,2.99,,,2.04,The Music Book,Dave O'Leary
KDP,7/1/15,7/31/15,25,50.3,USD,US,,,,,B00O17NPNM,70%,Standard,2.98,,,50.30,My Kaleidoscope,Shari J. Ryan
KDP,7/1/15,7/31/15,2765,15.97938208,USD,US,,,,,B00O17NPNM,N/A,Kindle Edition Normalized Pages (KENP) Read,N/A,,,15.98,My Kaleidoscope,Shari J. Ryan
KDP,7/1/15,7/31/15,5,13.7,USD,US,,,,,B00O5J3QV2,70%,Standard,3.99,,,13.70,All The Pretty Bones,Camela Thompson
KDP,7/1/15,7/31/15,2986,17.25657683,USD,US,,,,,B00O5J3QV2,N/A,Kindle Edition Normalized Pages (KENP) Read,N/A,,,17.26,All The Pretty Bones,Camela Thompson
KDP,7/1/15,7/31/15,1,2.74,USD,US,,,,,B00O5K8GXO,70%,Standard,3.99,,,2.74,Fugitives,Terry Persun
KDP,7/1/15,7/31/15,2,0.69,USD,US,,,,,B00OAUA5XS,35%,Standard,0.99,,,0.69,That's a Promise,Victoria Klahr
KDP,7/1/15,7/31/15,926,5.35150374,USD,US,,,,,B00OAUA5XS,N/A,Kindle Edition Normalized Pages (KENP) Read,N/A,,,5.35,That's a Promise,Victoria Klahr
KDP,7/1/15,7/31/15,8,16.4,USD,US,,,,,B00OAUXRW4,70%,Standard,2.99,,,16.40,The Green Dagger,Kelly Hess
KDP,7/1/15,7/31/15,6,2.1,USD,US,,,,,B00OBT8S1Y,35%,Standard,0.99,,,2.10,The Inn at Laurel Creek,Carolyn Ridder Aspenson
KDP,7/1/15,7/31/15,94,0.54324121,USD,US,,,,,B00OBT8S1Y,N/A,Kindle Edition Normalized Pages (KENP) Read,N/A,,,0.54,The Inn at Laurel Creek,Carolyn Ridder Aspenson
KDP,7/1/15,7/31/15,19,52.25,USD,US,,,,,B00OCZDN3U,70%,Standard,3.99,,,52.25,The New Ever After,Julie Farley
KDP,7/1/15,7/31/15,10026,57.94187521,USD,US,,,,,B00OCZDN3U,N/A,Kindle Edition Normalized Pages (KENP) Read,N/A,,,57.94,The New Ever After,Julie Farley
KDP,7/1/15,7/31/15,2,5.48,USD,US,,,,,B00ODFEWIY,70%,Standard,3.99,,,5.48,Ruby's Letters,Maggie Van Well
KDP,7/1/15,7/31/15,2,2.79,USD,US,,,,,B00OGQII9E,35%,Standard,3.98,,,2.79,How Do You Know?,Meredith Schorr
KDP,7/1/15,7/31/15,41,111.95,USD,US,,,,,B00OGQII9E,70%,Standard,3.99,,,111.95,How Do You Know?,Meredith Schorr
KDP,7/1/15,7/31/15,13,26.62,USD,US,,,,,B00OJQHRHA,70%,Standard,2.99,,,26.62,Heart of a Rocky,Kelsey Jordan
KDP,7/1/15,7/31/15,15,20.92,USD,US,,,,,B00OL67G1K,35%,Standard,3.97,,,20.92,My Fair Lily,Meara Platt
KDP,7/1/15,7/31/15,476,1299.73,USD,US,,,,,B00OL67G1K,70%,Standard,3.99,,,1299.73,My Fair Lily,Meara Platt
KDP,7/1/15,7/31/15,34,92.82,USD,US,,,,,B00OL7XEZQ,70%,Standard,3.99,,,92.82,The Old Cape Teapot,Barbara Eppich Struna
KDP,7/1/15,7/31/15,3,8.25,USD,US,,,,,B00OMNR6CQ,70%,Standard,3.99,,,8.25,Is This What I Want?,Patricia Mann
KDP,7/1/15,7/31/15,1870,10.80703239,USD,US,,,,,B00OMNR6CQ,N/A,Kindle Edition Normalized Pages (KENP) Read,N/A,,,10.81,Is This What I Want?,Patricia Mann
KDP,7/1/15,7/31/15,1,2.74,USD,US,,,,,B00OVG6UYO,70%,Standard,3.99,,,2.74,Organ Reapers,Shay West
KDP,7/1/15,7/31/15,1,3.42,USD,US,,,,,B00OVGJKIW,70%,Standard,4.99,,,3.42,Return To Sender,Mindy S. Halleck
KDP,7/1/15,7/31/15,655,3.78535091,USD,US,,,,,B00OVGJKIW,N/A,Kindle Edition Normalized Pages (KENP) Read,N/A,,,3.79,Return To Sender,Mindy S. Halleck
KDP,7/1/15,7/31/15,3,7.92,USD,US,,,,,B00OVHXZHI,70%,Standard,3.83,,,7.92,The Heiress of Santorini,Angel Sefer
KDP,7/1/15,7/31/15,931,5.38039955,USD,US,,,,,B00OVHXZHI,N/A,Kindle Edition Normalized Pages (KENP) Read,N/A,,,5.38,The Heiress of Santorini,Angel Sefer
KDP,7/1/15,7/31/15,3,6.18,USD,US,,,,,B00OZ7I21I,70%,Standard,2.99,,,6.18,Veronika Layne Gets the Scoop,Julia Park Tracey
KDP,7/1/15,7/31/15,671,3.87781749,USD,US,,,,,B00OZ7I21I,N/A,Kindle Edition Normalized Pages (KENP) Read,N/A,,,3.88,Veronika Layne Gets the Scoop,Julia Park Tracey
KDP,7/1/15,7/31/15,1,1.99,USD,US,,,,,B00P08JDU0,70%,Standard,2.99,,,1.99,Undead Obsessed: Finding Meaning in Zombies,Jessica Robinson
KDP,7/1/15,7/31/15,2,5.48,USD,US,,,,,B00P3DZ6JY,70%,Standard,3.99,,,5.48,Waiting on Justin,Lucy H. Delaney
KDP,7/1/15,7/31/15,322,1.86089005,USD,US,,,,,B00P3DZ6JY,N/A,Kindle Edition Normalized Pages (KENP) Read,N/A,,,1.86,Waiting on Justin,Lucy H. Delaney
KDP,7/1/15,7/31/15,2,2.1,USD,US,,,,,B00P9T8Q3K,35%,Standard,2.99,,,2.10,Swimming Home,Ruth Mancini
KDP,7/1/15,7/31/15,24,48.96,USD,US,,,,,B00P9T8Q3K,70%,Standard,2.99,,,48.96,Swimming Home,Ruth Mancini
KDP,7/1/15,7/31/15,16044,92.72087022,USD,US,,,,,B00P9T8Q3K,N/A,Kindle Edition Normalized Pages (KENP) Read,N/A,,,92.72,Swimming Home,Ruth Mancini
KDP,7/1/15,7/31/15,4825,0,USD,US,,,,,B00P9T8Q3K,N/A,Free - Promotion,2.99,,,0.00,Swimming Home,Ruth Mancini
KDP,7/1/15,7/31/15,20,55,USD,US,,,,,B00PGSM1IA,70%,Standard,3.99,,,55.00,Another Tomorrow,Julie Farley
KDP,7/1/15,7/31/15,8294,47.93236714,USD,US,,,,,B00PGSM1IA,N/A,Kindle Edition Normalized Pages (KENP) Read,N/A,,,47.93,Another Tomorrow,Julie Farley
KDP,7/1/15,7/31/15,952,0,USD,US,,,,,B00PGSM1IA,N/A,Free - Promotion,3.99,,,0.00,Another Tomorrow,Julie Farley
KDP,7/1/15,7/31/15,4,13.04,USD,US,,,,,B00PGTWDDM,70%,Standard,4.99,,,13.04,American Goulash,Stephanie Yuhas
KDP,7/1/15,7/31/15,2,8.2,USD,US,,,,,B00PLEOTES,70%,Standard,5.99,,,8.20,The Swimming Upstream Collection,Ruth Mancini
KDP,7/1/15,7/31/15,294,1.69907354,USD,US,,,,,B00PLEOTES,N/A,Kindle Edition Normalized Pages (KENP) Read,N/A,,,1.70,The Swimming Upstream Collection,Ruth Mancini
KDP,7/1/15,7/31/15,32,0.18493317,USD,US,,,,,B00PM1HHSK,N/A,Kindle Edition Normalized Pages (KENP) Read,N/A,,,0.18,Starting From Lost,S.K. Wills
KDP,7/1/15,7/31/15,98,34.39,USD,US,,,,,B00PM6556G,35%,Standard,0.99,,,34.39,The Passion Thief,Anne McCarthy Strauss
KDP,7/1/15,7/31/15,16,43.13,USD,US,,,,,B00PM6556G,70%,Standard,3.94,,,43.13,The Passion Thief,Anne McCarthy Strauss
KDP,7/1/15,7/31/15,8022,46.36043514,USD,US,,,,,B00PM6556G,N/A,Kindle Edition Normalized Pages (KENP) Read,N/A,,,46.36,The Passion Thief,Anne McCarthy Strauss
KDP,7/1/15,7/31/15,13,4.55,USD,US,,,,,B00PRCXHCY,35%,Standard,0.99,,,4.55,Ghosts,Heather Huffman
KDP,7/1/15,7/31/15,1,3.46,USD,US,,,,,B00PZOGCK8,70%,Standard,4.99,,,3.46,Augie Applebyâ€™s Wild Goose Chase,Billie Morton
KDP,7/1/15,7/31/15,2,5.48,USD,US,,,,,B00Q79Z01M,70%,Standard,3.99,,,5.48,City of Illusions,Judith Works
KDP,7/1/15,7/31/15,1,1.75,USD,US,,,,,B00Q7CP1A4,35%,Standard,4.99,,,1.75,Dead Girl Walking,Ruth Silver
KDP,7/1/15,7/31/15,12,35,USD,US,,,,,B00Q7CP1A4,70%,Standard,4.93,,,35.00,Dead Girl Walking,Ruth Silver
KDP,7/1/15,7/31/15,2052,0,USD,US,,,,,B00Q7CP1A4,N/A,Free - Price Match,4.04,,,0.00,Dead Girl Walking,Ruth Silver
KDP,7/1/15,7/31/15,1,2.06,USD,US,,,,,B00Q7DEMKI,70%,Standard,2.99,,,2.06,Misadventures of Princess Sydney,Chris Minich
KDP,7/1/15,7/31/15,2,4.9,USD,US,,,,,B00Q7TSV7W,35%,Standard,6.99,,,4.90,Ride of Your Life: A Coast-to-Coast Guide to Finding Inner Peace,Ran Zilca
KDP,7/1/15,7/31/15,3,14.52,USD,US,,,,,B00Q7TSV7W,70%,Standard,6.99,,,14.52,Ride of Your Life: A Coast-to-Coast Guide to Finding Inner Peace,Ran Zilca
KDP,7/1/15,7/31/15,35,0.20227066,USD,US,,,,,B00Q7TSV7W,N/A,Kindle Edition Normalized Pages (KENP) Read,N/A,,,0.20,Ride of Your Life: A Coast-to-Coast Guide to Finding Inner Peace,Ran Zilca
KDP,7/1/15,7/31/15,34,11.9,USD,US,,,,,B00QNL6XPQ,35%,Standard,0.99,,,11.90,The Gatekeeperâ€™s Forbidden Secret,Penelope A. Brown
KDP,7/1/15,7/31/15,84,29.38,USD,US,,,,,B00QU4BBAI,35%,Standard,0.99,,,29.38,Trigger,Jill Meengs
KDP,7/1/15,7/31/15,7,19.18,USD,US,,,,,B00QU4BBAI,70%,Standard,3.99,,,19.18,Trigger,Jill Meengs
KDP,7/1/15,7/31/15,8649,49.9839695,USD,US,,,,,B00QU4BBAI,N/A,Kindle Edition Normalized Pages (KENP) Read,N/A,,,49.98,Trigger,Jill Meengs
KDP,7/1/15,7/31/15,15,41.1,USD,US,,,,,B00QVTWR3M,70%,Standard,3.99,,,41.10,The Paris Effect,K. S. R. Burns
KDP,7/1/15,7/31/15,11,30.14,USD,US,,,,,B00R56FJ44,70%,Standard,3.99,,,30.14,A Shadow in the Flames,Michael G. Munz
KDP,7/1/15,7/31/15,2,2.8,USD,US,,,,,B00R56FZNE,35%,Standard,3.99,,,2.80,Chasing Ravens,Jessica E. Paige
KDP,7/1/15,7/31/15,13,35.65,USD,US,,,,,B00R56FZNE,70%,Standard,3.98,,,35.65,Chasing Ravens,Jessica E. Paige
KDP,7/1/15,7/31/15,1,2.05,USD,US,,,,,B00R7GHNS2,70%,Standard,2.99,,,2.05,If I Say No,Brandy Jellum
KDP,7/1/15,7/31/15,1,3.44,USD,US,,,,,B00RB8FLZS,70%,Standard,4.99,,,3.44,Bloodletting,William D. Prystauk
KDP,7/1/15,7/31/15,8,33.04,USD,US,,,,,B00RDK3FA2,70%,Standard,5.99,,,33.04,"Last Stop, The Twilight Zone: The Biography of Rod Serling",Joel Engel
KDP,7/1/15,7/31/15,2,6.88,USD,US,,,,,B00REQVNW2,70%,Standard,4.99,,,6.88,Blood & Spirits,Dennis Sharpe
KDP,7/1/15,7/31/15,1,0.35,USD,US,,,,,B00REQVY7G,35%,Standard,0.99,,,0.35,The Guide,Kenneth G. Bennett
KDP,7/1/15,7/31/15,1,2.75,USD,US,,,,,B00REREBMA,70%,Standard,3.99,,,2.75,The To-Do List,JC Miller
KDP,7/1/15,7/31/15,129,353.41,USD,US,,,,,B00RPH6TBK,70%,Standard,3.99,,,353.41,Summer Champagne,Jennifer Gracen
KDP,7/1/15,7/31/15,1,2.05,USD,US,,,,,B00RQXA5OK,70%,Standard,2.99,,,2.05,Vicious,Andrea Murray
KDP,7/1/15,7/31/15,31,127.34,USD,US,,,,,B00RY8P2Y0,70%,Standard,5.96,,,127.34,Uncharted Territory,Carolyn Ridder Aspenson
KDP,7/1/15,7/31/15,2,0.7,USD,US,,,,,B00S0DQCME,35%,Standard,0.99,,,0.70,Mr. 8,David J. Thirteen
KDP,7/1/15,7/31/15,1,3.41,USD,US,,,,,B00S0DQCME,70%,Standard,4.95,,,3.41,Mr. 8,David J. Thirteen
KDP,7/1/15,7/31/15,1,0.35,USD,US,,,,,B00S0F7U46,35%,Standard,0.99,,,0.35,Seven Weeks to Forever,Jennifer Farwell
KDP,7/1/15,7/31/15,2,4.1,USD,US,,,,,B00S0F7U46,70%,Standard,2.99,,,4.10,Seven Weeks to Forever,Jennifer Farwell
KDP,7/1/15,7/31/15,1062,6.13746971,USD,US,,,,,B00S0F7U46,N/A,Kindle Edition Normalized Pages (KENP) Read,N/A,,,6.14,Seven Weeks to Forever,Jennifer Farwell
KDP,7/1/15,7/31/15,7,24.29,USD,US,,,,,B00S7R7BWI,70%,Standard,4.99,,,24.29,Broken Places,Rachel Thompson
KDP,7/1/15,7/31/15,782,4.51930445,USD,US,,,,,B00S7R7BWI,N/A,Kindle Edition Normalized Pages (KENP) Read,N/A,,,4.52,Broken Places,Rachel Thompson
KDP,7/1/15,7/31/15,962,0,USD,US,,,,,B00S7R7BWI,N/A,Free - Promotion,4.99,,,0.00,Broken Places,Rachel Thompson
KDP,7/1/15,7/31/15,2,4.1,USD,US,,,,,B00S98RT4K,70%,Standard,2.99,,,4.10,Dealing with Devils,Pembroke Sinclair
KDP,7/1/15,7/31/15,11,43.44,USD,US,,,,,B00S99Y2DK,70%,Standard,5.72,,,43.44,The Frailty of Things,Tamsen Schultz
KDP,7/1/15,7/31/15,1,2.05,USD,US,,,,,B00SAG6ZOG,70%,Standard,2.99,,,2.05,Vengeance,Andrea Murray
KDP,7/1/15,7/31/15,3,1.05,USD,US,,,,,B00SIQDAX2,35%,Standard,0.99,,,1.05,OP-DEC: Operation Deceit,K. Williams
KDP,7/1/15,7/31/15,3,10.32,USD,US,,,,,B00SUWJ5FQ,70%,Standard,4.99,,,10.32,Earth,Caroline Allen
KDP,7/1/15,7/31/15,11,14.32,USD,US,,,,,B00SZ63OCC,35%,Standard,3.71,,,14.32,The Duke Iâ€™m Going to Marry,Meara Platt
KDP,7/1/15,7/31/15,525,1433.83,USD,US,,,,,B00SZ63OCC,70%,Standard,3.98,,,1433.83,The Duke Iâ€™m Going to Marry,Meara Platt
KDP,7/1/15,7/31/15,1,2.72,USD,US,,,,,B00T5UF1P0,70%,Standard,3.99,,,2.72,Soundings: Water Elemental,Janine Donoho
KDP,7/1/15,7/31/15,1,0.35,USD,US,,,,,B00T6EI3C8,35%,Standard,0.99,,,0.35,Handbook for the Hopeless: How to Get a Job in a War Zone & Hallucinations,Duke Miller
KDP,7/1/15,7/31/15,2,4.1,USD,US,,,,,B00TD6IF86,70%,Standard,2.99,,,4.10,Upon A Time,February Grace
KDP,7/1/15,7/31/15,1,0.31,USD,US,,,,,B00TE30UHW,35%,Standard,0.89,,,0.31,Unblocked - Episode One,Marni Mann
KDP,7/1/15,7/31/15,236,0,USD,US,,,,,B00TE30UHW,N/A,Free - Price Match,0.99,,,0.00,Unblocked - Episode One,Marni Mann
KDP,7/1/15,7/31/15,3,10.32,USD,US,,,,,B00THULZM6,70%,Standard,4.99,,,10.32,Arielle Immortal Struggle,Lilian Roberts
KDP,7/1/15,7/31/15,2708,15.64996988,USD,US,,,,,B00THULZM6,N/A,Kindle Edition Normalized Pages (KENP) Read,N/A,,,15.65,Arielle Immortal Struggle,Lilian Roberts
KDP,7/1/15,7/31/15,1074,0,USD,US,,,,,B00THULZM6,N/A,Free - Promotion,4.98,,,0.00,Arielle Immortal Struggle,Lilian Roberts
KDP,7/1/15,7/31/15,2,5.5,USD,US,,,,,B00TK0SQJI,70%,Standard,3.99,,,5.50,Curse of the Seven 70s,Sharon E. Anderson
KDP,7/1/15,7/31/15,29,79.17,USD,US,,,,,B00TLHCZYW,70%,Standard,3.99,,,79.17,Duet for Three Hands,Tess Thompson
