Source Table Name,Start Date,End Date,Quantity,Revenue [multi-ccy],Currency (use),Country,BN Identifier,epub ISBN,Paperback ISBN,Apple Identifier,ASIN,KDP - Royalty Type,KDP - Transaction Type,List Price [multi-ccy],ISBN Hardcover (use),Unit revenue,Revenue [USD],Title,Author,Imprint,Sale Date
KDP,8/1/15,8/31/15,25,8.75,USD,US,,,,,B00JATQ1DM,35%,Standard,0.99,,, 8.75 ,Leaving the Beach,Mary Rowen,,
KDP,8/1/15,8/31/15,2,5.48,USD,US,,,,,B00JATQ1DM,70%,Standard,3.99,,, 5.48 ,Leaving the Beach,Mary Rowen,,
KDP,8/1/15,8/31/15,318,1.63449059,USD,US,,,,,B00JATQ1DM,,Kindle Edition Normalized Pages (KENP) Read,,,, 1.63 ,Leaving the Beach,Mary Rowen,,
KDP,8/1/15,8/31/15,15,41.02,USD,US,,,,,B00JBR808W,70%,Standard,3.98,,, 41.02 ,Unbreakable Bonds,Carolyn Ridder Aspenson,,
KDP,8/1/15,8/31/15,354,1.81952725,USD,US,,,,,B00JCEXDPY,,Kindle Edition Normalized Pages (KENP) Read,,,, 1.82 ,Unfinished Business,Carolyn Ridder Aspenson,,
KDP,8/1/15,8/31/15,1,0.35,USD,US,,,,,B00JG8TRGA,35%,Standard,0.99,,, 0.35 ,Pulled Within,Marni Mann,,
KDP,8/1/15,8/31/15,9,24.66,USD,US,,,,,B00JG8TRGA,70%,Standard,3.99,,, 24.66 ,Pulled Within,Marni Mann,,
KDP,8/1/15,8/31/15,8180,42.04444334,USD,US,,,,,B00JG8TRGA,,Kindle Edition Normalized Pages (KENP) Read,,,, 42.04 ,Pulled Within,Marni Mann,,
KDP,8/1/15,8/31/15,1,0.29,USD,US,,,,,B00JG8TRGA,35% - promo,Kindle Countdown Deals,4.79,,, 0.29 ,Pulled Within,Marni Mann,,
KDP,8/1/15,8/31/15,12,12.58,USD,US,,,,,B00JG8TRGA,70% - promo,Kindle Countdown Deals,3.99,,, 12.58 ,Pulled Within,Marni Mann,,
KDP,8/1/15,8/31/15,3,10.26,USD,US,,,,,B00JG8U6TC,70%,Standard,4.99,,, 10.26 ,Fractured Dream,K.M. Randall,,
KDP,8/1/15,8/31/15,1607,8.25983133,USD,US,,,,,B00JG8U6TC,,Kindle Edition Normalized Pages (KENP) Read,,,, 8.26 ,Fractured Dream,K.M. Randall,,
KDP,8/1/15,8/31/15,2,4.1,USD,US,,,,,B00JXWYORG,70%,Standard,2.99,,, 4.10 ,If I Say Yes,Brandy Jellum,,
KDP,8/1/15,8/31/15,2130,10.94800298,USD,US,,,,,B00JXWYORG,,Kindle Edition Normalized Pages (KENP) Read,,,, 10.95 ,If I Say Yes,Brandy Jellum,,
KDP,8/1/15,8/31/15,1,2.76,USD,US,,,,,B00JYYMPG0,70%,Standard,3.99,,, 2.76 ,Violet Midnight,Allie Burke,,
KDP,8/1/15,8/31/15,4,8.16,USD,US,,,,,B00K08T30U,70%,Standard,2.99,,, 8.16 ,In Starlight,February Grace,,
KDP,8/1/15,8/31/15,1,1.4,USD,US,,,,,B00K397URO,35%,Standard,3.99,,, 1.40 ,Last Impressions,A.J. Aalto,,
