Source Table Name,Start Date,End Date,Quantity,Revenue [multi-ccy],Currency (use),Country,BN Identifier,epub ISBN,Paperback ISBN,Apple Identifier,ASIN,KDP - Royalty Type,Type,List Price [multi-ccy],ISBN Hardcover (use),Unit Revenue,Revenue [USD],Author,Title
Encore,5/1/15,5/31/15,1,1.13,EUR,Germany,,,,,B00TG14YPQ,,KU,,,,1.2416214,"Kay Ellington, Barbara Brannon",The Paragraph Ranch
Encore,5/1/15,5/31/15,1,1.13,EUR,Germany,,,,,B00TG14YPQ,,KINDLE,,,,1.2416214,"Kay Ellington, Barbara Brannon",The Paragraph Ranch
Encore,5/1/15,5/31/15,251,215.93,USD,United States,,,,,B00TG14YOW,,KU,,,,215.93,Jennifer Gracen,Autumn Getaway
Encore,5/1/15,5/31/15,378,325.18,USD,United States,,,,,B00TG14YOW,,KINDLE,,,,325.18,Jennifer Gracen,Autumn Getaway
Encore,5/1/15,5/31/15,15,12.9,USD,United States,,,,,B00TG14YOW,,KOLL,,,,12.9,Jennifer Gracen,Autumn Getaway
Encore,5/1/15,5/31/15,1,1.4,USD,Canada,,,,,B00TG14YOW,,KINDLE,,,,1.4,Jennifer Gracen,Autumn Getaway
Encore,5/1/15,5/31/15,1,1.4,USD,Canada,,,,,B00TG14YOW,,KU,,,,1.4,Jennifer Gracen,Autumn Getaway
Encore,5/1/15,5/31/15,2,2.72,USD,Australia,,,,,B00TG14YOW,,KINDLE,,,,2.72,Jennifer Gracen,Autumn Getaway
Encore,5/1/15,5/31/15,3,3.06,GBP,United Kingdom,,,,,B00TG14YOW,,KINDLE,,,,4.676751,Jennifer Gracen,Autumn Getaway
Encore,5/1/15,5/31/15,3,3.06,GBP,United Kingdom,,,,,B00TG14YOW,,KU,,,,4.676751,Jennifer Gracen,Autumn Getaway
Encore,5/1/15,5/31/15,1,1.02,GBP,United Kingdom,,,,,B00TG14YOW,,KOLL,,,,1.558917,Jennifer Gracen,Autumn Getaway
Encore,5/1/15,5/31/15,46,62.91,USD,United States,,,,,B00U9WWUAC,,KU,,,,62.91,Heather Huffman,Waiting for You
Encore,5/1/15,5/31/15,26,35.56,USD,United States,,,,,B00U9WWUAC,,KINDLE,,,,35.56,Heather Huffman,Waiting for You
Encore,5/1/15,5/31/15,4,5.47,USD,United States,,,,,B00U9WWUAC,,KOLL,,,,5.47,Heather Huffman,Waiting for You
Encore,5/1/15,5/31/15,1,1.33,USD,Australia,,,,,B00U9WWUAC,,KINDLE,,,,1.33,Heather Huffman,Waiting for You
Encore,5/1/15,5/31/15,1,1.02,GBP,United Kingdom,,,,,B00U9WWUAC,,KU,,,,1.558917,Heather Huffman,Waiting for You
Encore,5/1/15,5/31/15,4,5.59,USD,United States,,,,,9.78162E+12,,KINDLE,,,,5.59,Arleen Williams,Running Secrets
Encore,5/1/15,5/31/15,1,1.02,GBP,United Kingdom,,,,,9.78162E+12,,KINDLE,,,,1.558917,Arleen Williams,Running Secrets
Encore,5/1/15,5/31/15,98,72.11,USD,United States,,,,,B00U9WWU8Y,,KINDLE,,,,72.11,Ina Zajac,"Please, Pretty Lights"
Encore,5/1/15,5/31/15,7,5.15,USD,United States,,,,,B00U9WWU8Y,,KU,,,,5.15,Ina Zajac,"Please, Pretty Lights"
Encore,5/1/15,5/31/15,2,2.04,GBP,United Kingdom,,,,,B00U9WWU8Y,,KOLL,,,,3.117834,Ina Zajac,"Please, Pretty Lights"
Encore,5/1/15,5/31/15,125,89.16,USD,United States,,,,,B00U9WWU9S,,KINDLE,,,,89.16,Lori Culwell,The Dirt
Encore,5/1/15,5/31/15,3,2.14,USD,United States,,,,,B00U9WWU9S,,KU,,,,2.14,Lori Culwell,The Dirt
Encore,5/1/15,5/31/15,13,14.02,USD,United States,,,,,B00TG14YOC,,KINDLE,,,,14.02,Anne McCarthy Strauss,A Medical Affair
Encore,5/1/15,5/31/15,1,1.08,USD,United States,,,,,B00TG14YOC,,KOLL,,,,1.08,Anne McCarthy Strauss,A Medical Affair
Encore,5/1/15,5/31/15,8,8.63,USD,United States,,,,,B00TG14YOC,,KU,,,,8.63,Anne McCarthy Strauss,A Medical Affair
Encore,5/1/15,5/31/15,1,1.41,USD,Canada,,,,,B00TG14YOC,,KU,,,,1.41,Anne McCarthy Strauss,A Medical Affair
Encore,5/1/15,5/31/15,1,1.35,USD,Australia,,,,,B00TG14YOC,,KINDLE,,,,1.35,Anne McCarthy Strauss,A Medical Affair
Encore,5/1/15,5/31/15,2,2.04,GBP,United Kingdom,,,,,B00TG14YOC,,KINDLE,,,,3.117834,Anne McCarthy Strauss,A Medical Affair
Encore,5/1/15,5/31/15,5,3.42,USD,United States,,,,,B00TG14YRO,,KU,,,,3.42,Jesse James Freeman,Billy Purgatory: I am the Devil Bird
Encore,5/1/15,5/31/15,27,18.46,USD,United States,,,,,B00TG14YRO,,KINDLE,,,,18.46,Jesse James Freeman,Billy Purgatory: I am the Devil Bird
Encore,5/1/15,5/31/15,33,27.56,USD,United States,,,,,B00U9WWU6G,,KU,,,,27.56,Carolyn Ridder Aspenson,Unfinished Business
Encore,5/1/15,5/31/15,6,5.01,USD,United States,,,,,B00U9WWU6G,,KOLL,,,,5.01,Carolyn Ridder Aspenson,Unfinished Business
Encore,5/1/15,5/31/15,293,244.69,USD,United States,,,,,B00U9WWU6G,,KINDLE,,,,244.69,Carolyn Ridder Aspenson,Unfinished Business
Encore,5/1/15,5/31/15,1,1.42,USD,Canada,,,,,B00U9WWU6G,,KU,,,,1.42,Carolyn Ridder Aspenson,Unfinished Business
Encore,5/1/15,5/31/15,1,1.33,USD,Australia,,,,,B00U9WWU6G,,KINDLE,,,,1.33,Carolyn Ridder Aspenson,Unfinished Business
Encore,5/1/15,5/31/15,1,1.29,EUR,Spain,,,,,B00U9WWU6G,,KINDLE,,,,1.4174262,Carolyn Ridder Aspenson,Unfinished Business
Encore,5/1/15,5/31/15,1,1.03,EUR,Germany,,,,,B00U9WWU6G,,KINDLE,,,,1.1317434,Carolyn Ridder Aspenson,Unfinished Business
Encore,5/1/15,5/31/15,13,13.95,USD,United States,,,,,B00TG14YV0,,KINDLE,,,,13.95,February Grace,Of Stardust
Encore,5/1/15,5/31/15,22,23.61,USD,United States,,,,,B00TG14YV0,,KU,,,,23.61,February Grace,Of Stardust
Encore,5/1/15,5/31/15,1,1.07,USD,United States,,,,,B00TG14YV0,,KOLL,,,,1.07,February Grace,Of Stardust
Encore,5/1/15,5/31/15,1,1.02,GBP,United Kingdom,,,,,B00TG14YV0,,KOLL,,,,1.558917,February Grace,Of Stardust
Encore,5/1/15,5/31/15,1,1.02,GBP,United Kingdom,,,,,B00TG14YV0,,KU,,,,1.558917,February Grace,Of Stardust
Encore,5/1/15,5/31/15,1,0.73,USD,United States,,,,,B00TG14YPG,,KOLL,,,,0.73,Kelly Hess,Eyes of the Enemy
Encore,5/1/15,5/31/15,4,2.93,USD,United States,,,,,B00TG14YPG,,KU,,,,2.93,Kelly Hess,Eyes of the Enemy
Encore,5/1/15,5/31/15,81,59.22,USD,United States,,,,,B00TG14YPG,,KINDLE,,,,59.22,Kelly Hess,Eyes of the Enemy
Encore,5/1/15,5/31/15,2,2.04,GBP,United Kingdom,,,,,B00TG14YPG,,KINDLE,,,,3.117834,Kelly Hess,Eyes of the Enemy
Encore,5/1/15,5/31/15,1,1.02,GBP,United Kingdom,,,,,B00TG14YPG,,KU,,,,1.558917,Kelly Hess,Eyes of the Enemy
Encore,5/1/15,5/31/15,1,1.03,EUR,Germany,,,,,B00TG14YPG,,KU,,,,1.1317434,Kelly Hess,Eyes of the Enemy
Encore,5/1/15,5/31/15,9,7.06,USD,United States,,,,,B00TG14YRE,,KOLL,,,,7.06,A.J. Aalto,Death Rejoices
Encore,5/1/15,5/31/15,751,589.25,USD,United States,,,,,B00TG14YRE,,KINDLE,,,,589.25,A.J. Aalto,Death Rejoices
Encore,5/1/15,5/31/15,345,270.69,USD,United States,,,,,B00TG14YRE,,KU,,,,270.69,A.J. Aalto,Death Rejoices
Encore,5/1/15,5/31/15,3,1.68,USD,Canada,,,,,B00TG14YRE,,KINDLE,,,,1.68,A.J. Aalto,Death Rejoices
Encore,5/1/15,5/31/15,3,4.06,USD,Australia,,,,,B00TG14YRE,,KINDLE,,,,4.06,A.J. Aalto,Death Rejoices
Encore,5/1/15,5/31/15,3,3.05,GBP,United Kingdom,,,,,B00TG14YRE,,KOLL,,,,4.6614675,A.J. Aalto,Death Rejoices
Encore,5/1/15,5/31/15,72,73.28,GBP,United Kingdom,,,,,B00TG14YRE,,KINDLE,,,,111.997488,A.J. Aalto,Death Rejoices
Encore,5/1/15,5/31/15,104,105.85,GBP,United Kingdom,,,,,B00TG14YRE,,KU,,,,161.7758475,A.J. Aalto,Death Rejoices
Encore,5/1/15,5/31/15,4,2.95,USD,United States,,,,,B00TG14YUQ,,KOLL,,,,2.95,Geoffrey Morrison,Undersea
Encore,5/1/15,5/31/15,26,19.16,USD,United States,,,,,B00TG14YUQ,,KU,,,,19.16,Geoffrey Morrison,Undersea
Encore,5/1/15,5/31/15,183,134.87,USD,United States,,,,,B00TG14YUQ,,KINDLE,,,,134.87,Geoffrey Morrison,Undersea
Encore,5/1/15,5/31/15,1,1.02,GBP,United Kingdom,,,,,B00TG14YUQ,,KU,,,,1.558917,Geoffrey Morrison,Undersea
Encore,5/1/15,5/31/15,2,2.04,GBP,United Kingdom,,,,,B00TG14YUQ,,KOLL,,,,3.117834,Geoffrey Morrison,Undersea
Encore,5/1/15,5/31/15,2,2.04,GBP,United Kingdom,,,,,B00TG14YUQ,,KINDLE,,,,3.117834,Geoffrey Morrison,Undersea
